Id,IsDeleted,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,IsSplit,Pricebook2Id,OwnerId,Territory2Id,IsExcludedFromTerritory2Filter,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,FiscalQuarter,FiscalYear,Fiscal,MayEdit,IsLocked,LastViewedDate,LastReferencedDate,SyncedQuoteId,HasOpenActivity,HasOverdueTask,DB_Days__c,external_id__c,Stalled_Opportunity__c
0068c00000odYGnAAM,,0018c00002FHRFmAAP,Aronson 140,,Discovery,50000,0,2022-06-15,Existing Business,,Reseller,,,Forecast,Commit,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:02:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:34.000+0000,2022-03-19,2,2022,2022 2,1,,,,,,,7,W_Opportunity.7552,
0068c00000odYHuAAM,,0018c00002FHRGhAAP,Aviall 117,,Proposal/Quote,20000,0,2022-06-06,Existing Business,,Reseller,,,BestCase,Best Case,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:02:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:02:06.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:34.000+0000,2022-03-19,2,2022,2022 2,1,,,,,,,7,W_Opportunity.58355,
0068c00000odXG3AAM,,0018c00002FHQVeAAP,Cenquest 120,,Closed Lost,51000,0,2022-02-01,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-15,1,2022,2022 1,1,,,,,,,7,W_Opportunity.512,
0068c00000odXG4AAM,,0018c00002FHQVfAAP,Aries Inc 140,,Negotiation,135000,0,2022-05-30,New Business,,Fields Sales,,,BestCase,Best Case,,,1,,0058c00000BTShPAAX,,,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-12,2,2022,2022 2,1,,,,,,,7,W_Opportunity.575,
0068c00000odXGJAA2,,0018c00002FHQVqAAP,Connections for Business 51,,Closed Lost,4294,0,2021-12-17,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShUAAX,,,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-12,4,2021,2021 4,1,,,,,1,,7,W_Opportunity.1082,
0068c00000odXHgAAM,,0018c00002FHQWrAAP,Great Lakes Customs Brokerage 110,,Closed Lost,5000,0,2021-12-15,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShSAAX,,,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-20,4,2021,2021 4,1,,,,,,,7,W_Opportunity.5246,
0068c00000odXHvAAM,,0018c00002FHQX2AAP,Net Unlimited Cabling Sols 78,,Closed Lost,25000,0,2021-12-08,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-18,4,2021,2021 4,1,,,,,,,7,W_Opportunity.6017,
0068c00000odXHzAAM,,0018c00002FHQX5AAP,Gtl 138,,Closed Lost,41500,0,2021-04-22,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-11,2,2021,2021 2,1,,,,,,,7,W_Opportunity.6167,
0068c00000odXI8AAM,,0018c00002FHQX7AAP,Advantage Mobilty Outfitters 239,,Closed Lost,7750,0,2021-08-14,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShPAAX,,,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-15,3,2021,2021 3,1,,,,,,,7,W_Opportunity.6496,
0068c00000odXI9AAM,,0018c00002FHQX8AAP,Espiria 26,,Closed Won,10851,100,2021-02-02,New Business / Add-on,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShSAAX,,,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-23,1,2021,2021 1,1,,,,,,,7,W_Opportunity.6657,
0068c00000odXISAA2,,0018c00002FHQXMAA5,Diamondtip 7,,Discovery,3600,0,2022-05-26,New Business,,Reseller,,,Forecast,Commit,,,1,,0058c00000BTShdAAH,,,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-11,2,2022,2022 2,1,,,,,,,7,W_Opportunity.7336,
0068c00000odXIaAAM,,0018c00002FHQXOAA5,State Street Corp 142,,Closed Won,0,100,2021-11-23,New Business,,Telesales,1,1,Closed,Closed,,,1,,0058c00000BTSheAAH,,,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:51.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-05,4,2021,2021 4,1,,,,,,,7,W_Opportunity.7743,
0068c00000odXJnAAM,,0018c00002FHQYIAA5,EmTRAiN 235,,Closed Lost,101000,0,2022-01-08,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T01:59:57.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:57.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-06,1,2022,2022 1,1,,,,,,,7,W_Opportunity.11030,
0068c00000odXKuAAM,,0018c00002FHQZCAA5,Telecom Software Enterprises 142,,Closed Lost,105000,0,2021-08-17,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T01:59:57.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:57.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-28,3,2021,2021 3,1,,,,,,,7,W_Opportunity.14848,
0068c00000odXM8AAM,,0018c00002FHQaAAAX,3core Software Corporation 18,,Closed Lost,12048,0,2021-03-06,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShRAAX,,,2022-03-30T01:59:57.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:57.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-08,1,2021,2021 1,1,,,,,,,7,W_Opportunity.19056,
0068c00000odXMOAA2,,0018c00002FHQaNAAX,Toledo Medical Imaging 133,,Closed Lost,250000,0,2021-12-08,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShPAAX,,,2022-03-30T02:00:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-09,4,2021,2021 4,1,,,,,,,7,W_Opportunity.20022,
0068c00000odXMPAA2,,0018c00002FHQaNAAX,Toledo Medical Imaging 136,,Closed Lost,10000,0,2021-02-14,New Business,,Telesales,1,,Omitted,Omitted,,,1,,0058c00000BTShPAAX,,,2022-03-30T02:00:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-17,1,2021,2021 1,1,,,,,,,7,W_Opportunity.20025,
0068c00000odXMdAAM,,0018c00002FHQaZAAX,Philadelphia Insurance Companies 0,,Proposal/Quote,30000,0,2022-05-31,Add-On Business,,Fields Sales,,,BestCase,Best Case,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:00:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-17,2,2022,2022 2,1,,,,,,,7,W_Opportunity.21017,
0068c00000odXMtAAM,,0018c00002FHQamAAH,Capital Newspapers 3,,Closed Lost,37000,0,2021-07-29,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:00:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-13,3,2021,2021 3,1,,,,,,,7,W_Opportunity.21736,
0068c00000odXN7AAM,,0018c00002FHQauAAH,"Pcm/Sarcom, Inc 181",,Closed Lost,111000,0,2022-01-29,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:00:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-09,1,2022,2022 1,1,,,,,,,7,W_Opportunity.22185,
0068c00000odXNBAA2,,0018c00002FHQayAAH,Itron 8,,Closed Lost,503067,0,2021-10-05,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:00:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-14,4,2021,2021 4,1,,,,,,,7,W_Opportunity.22414,
0068c00000odXQOAA2,,0018c00002FHQdHAAX,Diamond Entertainment Corporation 115,,Proposal/Quote,69756,0,2022-05-27,Existing Business,,Reseller,,,Pipeline,Pipeline,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-11,2,2022,2022 2,1,,,,,,,7,W_Opportunity.26142,
0068c00000odXS2AAM,,0018c00002FHQeTAAX,Knoa Corporation 245,,Closed Lost,20000,0,2021-08-17,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-16,3,2021,2021 3,1,,,,,,,7,W_Opportunity.28080,
0068c00000odXS5AAM,,0018c00002FHQeUAAX,Caliber Associates 15,,Closed Lost,252022,0,2021-11-24,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-12,4,2021,2021 4,1,,,,,,,7,W_Opportunity.28111,
0068c00000odXSFAA2,,0018c00002FHQeaAAH,NMT Corp. 159,,Closed Lost,150000,0,2021-07-28,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:14.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-18,3,2021,2021 3,1,,,,,,,7,W_Opportunity.28275,
0068c00000odXSrAAM,,0018c00002FHQf3AAH,MoonFruit USA 214,,Closed Lost,50000,0,2021-12-25,Existing Business,,Other,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-06,4,2021,2021 4,1,,,,,,,7,W_Opportunity.28934,
0068c00000odXUtAAM,,0018c00002FHQgTAAX,Peranet Inc 235,,Negotiation,25000,0,2022-04-22,New Business,,Fields Sales,,,Forecast,Commit,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-17,2,2022,2022 2,1,,,,,,,7,W_Opportunity.30986,
0068c00000odXV7AAM,,0018c00002FHQggAAH,Vero Software 199,,Closed Lost,232,0,2021-09-05,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShSAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-24,3,2021,2021 3,1,,,,,,,7,W_Opportunity.31231,
0068c00000odXVLAA2,,0018c00002FHQgrAAH,Lenel Systems International 106,,Closed Lost,500000,0,2021-08-09,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-13,3,2021,2021 3,1,,,,,,,7,W_Opportunity.31423,
0068c00000odXVTAA2,,0018c00002FHQgvAAH,ArcadiaOne 196,,Closed Lost,30000,0,2021-09-25,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-26,3,2021,2021 3,1,,,,,,,7,W_Opportunity.31527,
0068c00000odXVjAAM,,0018c00002FHQh5AAH,Hampton  Haddon Marketing Corp 168,,Closed Lost,153374,0,2021-08-13,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:24.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-24,3,2021,2021 3,1,,,,,,,7,W_Opportunity.31788,
0068c00000odXW5AAM,,0018c00002FHQhKAAX,Aim Technology Resources 30,,Closed Lost,150000,0,2021-10-14,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTSheAAH,,,2022-03-30T02:00:33.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:33.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-25,4,2021,2021 4,1,,,,,,,7,W_Opportunity.32204,
0068c00000odXWZAA2,,0018c00002FHQhiAAH,Vanguard Consulting 210,,Closed Lost,7750,0,2021-02-19,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:00:33.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:33.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-08,1,2021,2021 1,1,,,,,1,,7,W_Opportunity.32693,
0068c00000odXWlAAM,,0018c00002FHQhnAAH,SE Research 100,,Closed Lost,305000,0,2021-12-08,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:00:33.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:33.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-14,4,2021,2021 4,1,,,,,1,,7,W_Opportunity.32853,
0068c00000odXY3AAM,,0018c00002FHQihAAH,Handheld Media Group 144,,Closed Lost,100000,0,2022-01-29,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:00:33.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:33.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-09,1,2022,2022 1,1,,,,,,,7,W_Opportunity.34050,
0068c00000odXYcAAM,,0018c00002FHQj8AAH,Chabot-Las Positas CCD 179,,Closed Lost,31002,0,2021-11-20,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShSAAX,,,2022-03-30T02:00:33.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:33.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-05,4,2021,2021 4,1,,,,,,,7,W_Opportunity.34652,
0068c00000odXYgAAM,,0018c00002FHQjBAAX,Prudential Commercial Real Estate 232,,Closed Lost,62005,0,2021-08-21,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShRAAX,,,2022-03-30T02:00:33.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:33.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-20,3,2021,2021 3,1,,,,,,,7,W_Opportunity.34715,
0068c00000odXaAAAU,,0018c00002FHQkIAAX,Laser Pros International Corp. 195,,Closed Lost,58679,0,2021-11-22,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShfAAH,,,2022-03-30T02:00:41.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:41.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-01,4,2021,2021 4,1,,,,,,,7,W_Opportunity.36427,
0068c00000odXaxAAE,,0018c00002FHQkvAAH,Circon Corporation 145,,Closed Lost,155014,0,2022-02-12,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShcAAH,,,2022-03-30T02:00:41.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:41.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-13,1,2022,2022 1,1,,,,,,,7,W_Opportunity.37234,
0068c00000odXbpAAE,,0018c00002FHQlXAAX,Anadigm 175,,Closed Lost,200000,0,2021-03-09,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShSAAX,,,2022-03-30T02:00:41.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:41.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-23,1,2021,2021 1,1,,,,,,,7,W_Opportunity.38146,
0068c00000odXc6AAE,,0018c00002FHQlmAAH,Spokane Teachers Credit Union 23,,Closed Lost,30674,0,2022-02-06,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShUAAX,,,2022-03-30T02:00:41.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:41.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-16,1,2022,2022 1,1,,,,,1,,7,W_Opportunity.38566,
0068c00000odXdOAAU,,0018c00002FHQmhAAH,Impressa Inc 205,,Closed Lost,99000,0,2021-09-11,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShQAAX,,,2022-03-30T02:00:49.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:49.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-02,3,2021,2021 3,1,,,,,,,7,W_Opportunity.39966,
0068c00000odXfpAAE,,0018c00002FHQoUAAX,PKWARE 170,,Closed Lost,212,0,2021-11-13,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShbAAH,,,2022-03-30T02:00:57.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:57.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-06,4,2021,2021 4,1,,,,,,,7,W_Opportunity.42665,
0068c00000odXftAAE,,0018c00002FHQoYAAX,STERIS Corporation 252,,Qualification,7415,10,2022-05-17,New Business,,Fields Sales,,,BestCase,Best Case,,,1,,0058c00000BTShcAAH,,,2022-03-30T02:00:57.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:57.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-11,2,2022,2022 2,1,,,,,,,7,W_Opportunity.42750,
0068c00000odXgIAAU,,0018c00002FHQorAAH,tapestry.net 160,,Closed Lost,100000,0,2021-01-19,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:00:57.000+0000,0058c00000BTQK6AAP,2022-03-30T02:00:57.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-21,1,2021,2021 1,1,,,,,,,7,W_Opportunity.43226,
0068c00000odXj1AAE,,0018c00002FHQqxAAH,Grubb & Ellis/Northland Real Estate 200,,Closed Lost,50000,0,2021-12-07,Add-On Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShZAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-10,4,2021,2021 4,1,,,,,,,7,W_Opportunity.47733,
0068c00000odXjIAAU,,0018c00002FHQrCAAX,Sun Industries 9,,Closed Lost,150000,0,2021-12-16,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShTAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-06,4,2021,2021 4,1,,,,,,,7,W_Opportunity.48583,
0068c00000odXkBAAU,,0018c00002FHQrzAAH,Murphy & Co 206,,Closed Won,7394,100,2021-08-19,New Business,,Reseller,1,1,Closed,Closed,,,1,,0058c00000BTShYAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-27,3,2021,2021 3,1,,,,,,,7,W_Opportunity.51337,
0068c00000odXkeAAE,,0018c00002FHQsNAAX,Yardmaster Landscape Architect 251,,Closed Lost,50000,0,2021-05-22,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-20,2,2021,2021 2,1,,,,,,,7,W_Opportunity.52766,
0068c00000odXkwAAE,,0018c00002FHQsbAAH,LiDCO Ltd. 47,,Closed Lost,150000,0,2021-06-03,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShXAAX,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-14,2,2021,2021 2,1,,,,,,,7,W_Opportunity.53694,
0068c00000odXlRAAU,,0018c00002FHQsuAAH,Visions Technology 3,,Closed Lost,40000,0,2021-09-06,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:04.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-18,3,2021,2021 3,1,,,,,,,7,W_Opportunity.55055,
0068c00000odXmNAAU,,0018c00002FHQtZAAX,Talent Logic 95,,Closed Lost,572,0,2021-12-24,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShdAAH,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-14,4,2021,2021 4,1,,,,,,,7,W_Opportunity.57991,
0068c00000odXmXAAU,,0018c00002FHQtfAAH,eBizSquared 21,,Closed Lost,50000,0,2022-02-09,New Business,,Telecoverage,1,,Omitted,Omitted,,,1,,0058c00000BTShTAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-17,1,2022,2022 1,1,,,,,,,7,W_Opportunity.58468,
0068c00000odXmhAAE,,0018c00002FHQtmAAH,AirWave Wireless 182,,Closed Lost,100000,0,2021-11-08,Existing Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShZAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-17,4,2021,2021 4,1,,,,,,,7,W_Opportunity.58858,
0068c00000odXndAAE,,0018c00002FHQuXAAX,Techline 141,,Closed Lost,20000,0,2021-11-05,Add-On Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShXAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-13,4,2021,2021 4,1,,,,,,,7,W_Opportunity.61302,
0068c00000odXoFAAU,,0018c00002FHQuwAAH,CellExchange 75,,Closed Lost,20000,0,2021-02-26,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShZAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-18,1,2021,2021 1,1,,,,,,,7,W_Opportunity.61821,
0068c00000odXoKAAU,,0018c00002FHQv0AAH,M. S. Walker 112,,Proposal/Quote,120000,0,2022-05-26,New Business,,Fields Sales,,,Forecast,Commit,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-08,2,2022,2022 2,1,,,,,,,7,W_Opportunity.61864,
0068c00000odXocAAE,,0018c00002FHQvFAAX,Murlin Blackstun and Assoc. 109,,Closed Lost,50000,0,2021-04-18,New Business,,Fields Sales,1,,Omitted,Omitted,,,1,,0058c00000BTShXAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-02-18,2,2021,2021 2,1,,,,,,,7,W_Opportunity.62154,
0068c00000odXpEAAU,,0018c00002FHQvmAAH,Omicron Technologies   Inc 212,,Negotiation,110000,0,2022-05-03,New Business,,Fields Sales,,,Forecast,Commit,,,1,,0058c00000BTShZAAX,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-07,2,2022,2022 2,1,,,,,,,7,W_Opportunity.62881,
0068c00000odXpKAAU,,0018c00002FHQvsAAH,FirstHealth Of Carolinas 45,,Closed Lost,15000,0,2021-10-11,New Business,,Reseller,1,,Omitted,Omitted,,,1,,0058c00000BTShaAAH,,,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:01:11.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:36.000+0000,2022-03-15,4,2021,2021 4,1,,,,,,,7,W_Opportunity.62979,
