External_Id__c,Account.External_Id__c,Opportunity.External_Id__c,Owner.External_Id__c,ACTIVITYDATE,EVENTSUBTYPE,SUBJECT,TYPE
W_Event.1762,W_Account.7423,W_Opportunity.15800,W_Sales_User.10,2022-03-10,Event,Lunch and Learn,Meeting
W_Event.1763,W_Account.1753,W_Opportunity.30159,W_Sales_User.10,2022-02-01,Event,Lunch Briefing,Meeting
W_Event.1764,W_Account.6797,W_Opportunity.68842,W_Sales_User.17,2022-02-25,Event,Lunch Meeting,Meeting
W_Event.1765,W_Account.4994,W_Opportunity.68118,W_Sales_User.10,2022-02-24,Event,Manager 1:1 Meeting,Meeting
W_Event.1766,W_Account.6624,W_Opportunity.24009,W_Sales_User.1,2022-02-03,Event,Mid-Year Review,Meeting
W_Event.1767,W_Account.6679,W_Opportunity.34573,W_Sales_User.10,2022-02-19,Event,Negotiate Contracts,Meeting
W_Event.1768,W_Account.7591,W_Opportunity.12361,W_Sales_User.10,2022-03-17,Event,Notes from Customer Discussion,Call
W_Event.1769,W_Account.3043,W_Opportunity.41570,W_Sales_User.10,2022-03-08,Event,Notes From Discussion,Prep
W_Event.1770,W_Account.6265,W_Opportunity.24911,W_Sales_User.10,2022-02-06,Event,Notes From Discussion with VP of Finance,Other
W_Event.1771,W_Account.4692,W_Opportunity.65317,W_Sales_User.10,2022-02-14,Event,Onsite Industry Research,Call
W_Event.1772,W_Account.5141,W_Opportunity.69374,W_Sales_User.17,2022-03-13,Event,Onsite Meeting with Executive Team,Call
W_Event.1773,W_Account.7791,W_Opportunity.17187,W_Sales_User.1,2022-01-31,Event,Onsite Presentation and Discussion,Call
W_Event.1774,W_Account.1822,W_Opportunity.30801,W_Sales_User.10,2022-03-08,Event,Onsite Presentation to Board of Directors,Call
W_Event.1775,W_Account.860,W_Opportunity.20908,W_Sales_User.10,2022-01-31,Event,Onsite Presentation to Executive Team,Prep
W_Event.1776,W_Account.4949,W_Opportunity.67745,W_Sales_User.10,2022-02-07,Event,Onsite Presentation to Finance Team,Meeting
W_Event.1777,W_Account.3041,W_Opportunity.41510,W_Sales_User.1,2022-03-09,Event,Onsite Presentation to Marketing Team,Meeting
W_Event.1778,W_Account.7913,W_Opportunity.21862,W_Sales_User.1,2022-03-15,Event,Onsite Presentation to Sales Team,Meeting
W_Event.1779,W_Account.5072,W_Opportunity.68794,W_Sales_User.16,2022-03-20,Event,Plan Account Strategy,Call
W_Event.1780,W_Account.3755,W_Opportunity.51337,W_Sales_User.17,2022-02-04,Event,Plan Customer Visit,Meeting
W_Event.1781,W_Account.2605,W_Opportunity.37559,W_Sales_User.1,2022-02-01,Event,Plan Executive Briefing,Meeting
W_Event.1782,W_Account.3516,W_Opportunity.46195,W_Sales_User.16,2022-02-07,Event,Post-Meeting Follow-Up,Meeting
W_Event.1783,W_Account.5612,W_Opportunity.73484,W_Sales_User.16,2022-02-18,Event,Prep Sales Presentation,Meeting
W_Event.1784,W_Account.6744,W_Opportunity.45233,W_Sales_User.1,2022-02-12,Event,Presentation to Operations Team,Meeting
W_Event.1785,W_Account.4391,W_Opportunity.62584,W_Sales_User.16,2022-02-01,Event,Product Demonstration with Team,Meeting
W_Event.1786,W_Account.5928,W_Opportunity.76571,W_Sales_User.16,2022-03-14,Event,Project Kickoff,Call
W_Event.1787,W_Account.7679,W_Opportunity.52265,W_Sales_User.16,2022-03-20,Event,Project Review,Prep
W_Event.1788,W_Account.3939,W_Opportunity.55283,W_Sales_User.10,2022-03-09,Event,Project Team Kickoff,Other
W_Event.1789,W_Account.3376,W_Opportunity.44616,W_Sales_User.10,2022-03-21,Event,Project Update Call,Call
W_Event.1790,W_Account.266,W_Opportunity.6748,W_Sales_User.1,2022-02-01,Event,Qualification Call,Call
W_Event.1791,W_Account.5344,W_Opportunity.71009,W_Sales_User.10,2022-02-19,Event,Qualification Notes,Call
W_Event.1792,W_Account.4358,W_Opportunity.62284,W_Sales_User.10,2022-02-18,Event,Qualify Lead,Call
W_Event.1793,W_Account.3042,W_Opportunity.41511,W_Sales_User.10,2022-02-18,Event,Quick Call with Director of Finance,Prep
W_Event.1794,W_Account.8175,W_Opportunity.56594,W_Sales_User.10,2022-02-03,Event,Quick Call with VP of IT,Meeting
W_Event.1795,W_Account.3685,W_Opportunity.49787,W_Sales_User.16,2022-02-20,Event,Research Competitors,Meeting
W_Event.1796,W_Account.5833,W_Opportunity.75442,W_Sales_User.17,2022-03-16,Event,Reserve Room for Customer Meeting,Call
W_Event.1797,W_Account.5646,W_Opportunity.73791,W_Sales_User.10,2022-03-08,Event,Reserve Venue for Customer Conference,Call
W_Event.1798,W_Account.7939,W_Opportunity.58355,W_Sales_User.10,2022-03-07,Event,Respond to RFP,Meeting
W_Event.1799,W_Account.8186,W_Opportunity.921,W_Sales_User.10,2022-03-14,Event,Review Ad Text Options for A/B Testing,Meeting
W_Event.1800,W_Account.3152,W_Opportunity.42628,W_Sales_User.10,2022-02-15,Event,Review Campaign Success and Plan Next Phase,Meeting
W_Event.1801,W_Account.5769,W_Opportunity.74795,W_Sales_User.16,2022-03-01,Event,Review Meeting Notes,Meeting
W_Event.1802,W_Account.2899,W_Opportunity.40167,W_Sales_User.10,2022-02-20,Event,Review Product Roadmap,Meeting
W_Event.1803,W_Account.1847,W_Opportunity.31040,W_Sales_User.10,2022-03-05,Event,Review Proposal,Meeting
W_Event.1804,W_Account.5311,W_Opportunity.70755,W_Sales_User.10,2022-02-21,Event,Review RFP Response,Call
W_Event.1805,W_Account.1616,W_Opportunity.28981,W_Sales_User.1,2022-03-12,Event,Review Social Listening and Identify Keywords,Prep
W_Event.1806,W_Account.4404,W_Opportunity.62699,W_Sales_User.10,2022-02-03,Event,RFP Response Kickoff,Other
W_Event.1807,W_Account.3570,W_Opportunity.47365,W_Sales_User.16,2022-02-10,Event,RFP Team Meeting,Call
W_Event.1808,W_Account.6135,W_Opportunity.33519,W_Sales_User.10,2022-03-05,Event,Run Facebook Promotion to Boost Engagement,Call
W_Event.1809,W_Account.3928,W_Opportunity.55072,W_Sales_User.10,2022-03-21,Event,Sales Presentation Follow-Up,Call
W_Event.1810,W_Account.4443,W_Opportunity.63041,W_Sales_User.10,2022-02-22,Event,Send Contract,Prep
W_Event.1811,W_Account.7869,W_Opportunity.19451,W_Sales_User.10,2022-02-24,Event,Send Contract for Signing,Meeting
W_Event.1812,W_Account.4249,W_Opportunity.61364,W_Sales_User.16,2022-03-10,Event,Send Follow-up Email,Meeting
W_Event.1813,W_Account.5345,W_Opportunity.71035,W_Sales_User.16,2022-02-16,Event,Send Revised Pricing,Meeting
W_Event.1814,W_Account.7304,W_Opportunity.57910,W_Sales_User.10,2022-03-06,Event,Send Revised Quote,Meeting
W_Event.1815,W_Account.6979,W_Opportunity.1178,W_Sales_User.10,2022-03-16,Event,Send Thank You Email,Meeting
W_Event.1816,W_Account.513,W_Opportunity.12537,W_Sales_User.10,2022-02-01,Event,Send Thank You to Customer,Meeting
W_Event.1817,W_Account.4681,W_Opportunity.65224,W_Sales_User.16,2022-02-14,Event,Send Updated Quote,Call
W_Event.1818,W_Account.5313,W_Opportunity.70775,W_Sales_User.10,2022-03-15,Event,Social Media Strategy Meeting,Prep
W_Event.1819,W_Account.1842,W_Opportunity.30997,W_Sales_User.1,2022-03-10,Event,Submit Feature Request,Other
W_Event.1820,W_Account.1542,W_Opportunity.28323,W_Sales_User.10,2022-03-20,Event,SWOT Analysis,Call
W_Event.1821,W_Account.5116,W_Opportunity.69123,W_Sales_User.10,2022-02-11,Event,Team Kickoff,Call
W_Event.1822,W_Account.2663,W_Opportunity.38080,W_Sales_User.1,2022-03-14,Event,Team Meeting,Call
W_Event.1823,W_Account.4663,W_Opportunity.65046,W_Sales_User.16,2022-02-24,Event,Tradeshow Preparation,Call
W_Event.1824,W_Account.7471,W_Opportunity.49892,W_Sales_User.10,2022-03-18,Event,Travel Time,Prep
W_Event.1825,W_Account.67,W_Opportunity.1778,W_Sales_User.1,2022-02-05,Event,Volunteering - Board of Trustees,Meeting
W_Event.1826,W_Account.2453,W_Opportunity.36215,W_Sales_User.10,2022-03-11,Event,Volunteering - Business Skills Workshop,Meeting
W_Event.1827,W_Account.324,W_Opportunity.8225,W_Sales_User.1,2022-02-20,Event,Volunteering - Canned Food Collection,Call
W_Event.1828,W_Account.8069,W_Opportunity.10135,W_Sales_User.1,2022-02-03,Event,Volunteering - Community Garden,Call
W_Event.1829,W_Account.7491,W_Opportunity.54989,W_Sales_User.10,2022-02-19,Event,Volunteering - Food Bank,Meeting
W_Event.1830,W_Account.1758,W_Opportunity.30228,W_Sales_User.10,2022-02-19,Event,Volunteering - Habitat for Humanity,Meeting
W_Event.1831,W_Account.6358,W_Opportunity.62571,W_Sales_User.17,2022-03-11,Event,Volunteering - Homeless Services,Meeting
W_Event.1832,W_Account.6994,W_Opportunity.4121,W_Sales_User.10,2022-02-12,Event,Volunteering - Library,Meeting
W_Event.1833,W_Account.2419,W_Opportunity.35941,W_Sales_User.10,2022-02-12,Event,Volunteering - Mock Interviews,Meeting
W_Event.1834,W_Account.6765,W_Opportunity.62167,W_Sales_User.10,2022-02-25,Event,Volunteering - Tree Planting,Meeting
W_Event.1835,W_Account.5958,W_Opportunity.76821,W_Sales_User.16,2022-03-16,Event,Web Conference with Customer,Call
W_Event.1836,W_Account.1056,W_Opportunity.23891,W_Sales_User.1,2022-03-09,Event,Web Meeting,Prep
W_Event.1837,W_Account.1853,W_Opportunity.31087,W_Sales_User.1,2022-01-31,Event,Web Meeting with Customer,Other
W_Event.1838,W_Account.6810,W_Opportunity.74481,W_Sales_User.10,2022-03-03,Event,Web Meeting with Executives,Call
W_Event.1839,W_Account.6979,W_Opportunity.1178,W_Sales_User.10,2022-03-18,Event,Webinar Content,Call
W_Event.1840,W_Account.6434,W_Opportunity.25718,W_Sales_User.10,2022-02-18,Event,Webinar Presentation,Call
W_Event.1841,W_Account.74,W_Opportunity.1994,W_Sales_User.10,2022-03-21,Event,Work on RFP,Call
W_Event.1842,W_Account.4291,W_Opportunity.61726,W_Sales_User.17,2022-03-16,Event,Product Launch Training,Prep
W_Event.1843,W_Account.936,W_Opportunity.22528,W_Sales_User.10,2022-03-15,Event,New Product Training,Meeting
W_Event.1844,W_Account.1758,W_Opportunity.30228,W_Sales_User.10,2022-02-18,Event,Sales Training,Meeting
W_Event.1845,W_Account.4616,W_Opportunity.64677,W_Sales_User.16,2022-02-05,Event,Enablement Session,Meeting
W_Event.1846,W_Account.5370,W_Opportunity.71231,W_Sales_User.16,2022-02-06,Event,Prospecting First Call,Call
W_Event.1847,W_Account.4693,W_Opportunity.65333,W_Sales_User.10,2022-02-05,Event,Account Health Check,Call
W_Event.1848,W_Account.5202,W_Opportunity.69848,W_Sales_User.10,2022-03-10,Event,Account Planning Meeting,Meeting
W_Event.1849,W_Account.1822,W_Opportunity.30801,W_Sales_User.10,2022-03-06,Event,Account Review Call,Meeting
W_Event.1850,W_Account.674,W_Opportunity.16489,W_Sales_User.1,2022-02-27,Event,Agree on Next Steps,Meeting
W_Event.1851,W_Account.4424,W_Opportunity.62878,W_Sales_User.16,2022-01-31,Event,Approve Menus for Executive Lunch,Meeting
W_Event.1852,W_Account.6465,W_Opportunity.32880,W_Sales_User.10,2022-03-12,Event,Arrange Travel for Guest Speaker,Meeting
W_Event.1853,W_Account.654,W_Opportunity.16068,W_Sales_User.1,2022-03-01,Event,Assess RFO Response,Call
W_Event.1854,W_Account.3700,W_Opportunity.50198,W_Sales_User.10,2022-02-14,Event,Attend Social Media Best Practices Webinar,Prep
W_Event.1855,W_Account.3339,W_Opportunity.44266,W_Sales_User.1,2022-02-02,Event,Brainstorming,Other
W_Event.1856,W_Account.3649,W_Opportunity.49070,W_Sales_User.17,2022-02-05,Event,Brainstorming Session,Call
W_Event.1857,W_Account.4404,W_Opportunity.62705,W_Sales_User.10,2022-03-20,Event,Build Slides for Presentation,Call
W_Event.1858,W_Account.6979,W_Opportunity.1178,W_Sales_User.10,2022-03-15,Event,Call Customer for Update,Call
W_Event.1859,W_Account.7995,W_Opportunity.50773,W_Sales_User.10,2022-02-06,Event,Call to Discuss Renewal,Call
W_Event.1860,W_Account.3405,W_Opportunity.44901,W_Sales_User.10,2022-03-17,Event,Call with Decision Maker,Prep
W_Event.1861,W_Account.4114,W_Opportunity.58952,W_Sales_User.16,2022-02-17,Event,Call with Director of Operations,Meeting
W_Event.1862,W_Account.455,W_Opportunity.11200,W_Sales_User.10,2022-03-12,Event,Call with Director of Sales,Meeting
W_Event.1863,W_Account.3839,W_Opportunity.52924,W_Sales_User.16,2022-03-14,Event,Call with Project Team,Meeting
W_Event.1864,W_Account.5904,W_Opportunity.76284,W_Sales_User.10,2022-02-15,Event,Channel Account Planning,Meeting
W_Event.1865,W_Account.8050,W_Opportunity.1641,W_Sales_User.1,2022-03-10,Event,Channel Plan Status Call,Meeting
W_Event.1866,W_Account.6265,W_Opportunity.25129,W_Sales_User.1,2022-02-14,Event,Check in with Customer,Meeting
W_Event.1867,W_Account.4695,W_Opportunity.65346,W_Sales_User.16,2022-02-17,Event,Cold Call to Director of Operations,Prep
W_Event.1868,W_Account.4716,W_Opportunity.65559,W_Sales_User.10,2022-03-07,Event,Cold Call with Prospect,Other
W_Event.1869,W_Account.139,W_Opportunity.3583,W_Sales_User.1,2022-02-25,Event,Competitive Research,Call
W_Event.1870,W_Account.1503,W_Opportunity.27995,W_Sales_User.1,2022-03-04,Event,Complete and Send Close Plan,Call
W_Event.1871,W_Account.27,W_Opportunity.732,W_Sales_User.1,2022-02-22,Event,Complete Mutual Plan Document,Call
W_Event.1872,W_Account.2103,W_Opportunity.33370,W_Sales_User.1,2022-02-25,Event,Conference Call,Call
W_Event.1873,W_Account.6358,W_Opportunity.62571,W_Sales_User.17,2022-02-16,Event,Conference Call - Marketing Team,Prep
W_Event.1874,W_Account.3216,W_Opportunity.43093,W_Sales_User.1,2022-02-20,Event,Conference Call with Board of Directors,Meeting
W_Event.1875,W_Account.7620,W_Opportunity.20207,W_Sales_User.1,2022-03-11,Event,Conference Call with Customer,Meeting
W_Event.1876,W_Account.3019,W_Opportunity.41307,W_Sales_User.10,2022-02-25,Event,Conference Call with Executive Team,Meeting
W_Event.1877,W_Account.1472,W_Opportunity.27632,W_Sales_User.10,2022-03-09,Event,Conference Call with Team,Call
W_Event.1878,W_Account.5892,W_Opportunity.76171,W_Sales_User.16,2022-02-03,Event,Confirm Close Date,Call
W_Event.1879,W_Account.6098,W_Opportunity.15252,W_Sales_User.10,2022-03-20,Event,Customer Lunch,Meeting
W_Event.1880,W_Account.597,W_Opportunity.14762,W_Sales_User.1,2022-02-18,Event,Customer Meeting,Meeting
W_Event.1881,W_Account.3466,W_Opportunity.45441,W_Sales_User.1,2022-02-13,Event,Deal Discussion with Team,Meeting
W_Event.1882,W_Account.3156,W_Opportunity.42661,W_Sales_User.1,2022-03-12,Event,Define Customer Journey,Meeting
W_Event.1883,W_Account.4550,W_Opportunity.64104,W_Sales_User.16,2022-02-21,Event,Demo,Meeting
W_Event.1884,W_Account.6360,W_Opportunity.64960,W_Sales_User.16,2022-02-13,Event,Demo for the Sales Team,Meeting
W_Event.1885,W_Account.6055,W_Opportunity.77636,W_Sales_User.10,2022-02-10,Event,Demo to the Marketing Team,Call
W_Event.1886,W_Account.8032,W_Opportunity.59498,W_Sales_User.10,2022-03-17,Event,Demonstration to Project Team,Prep
W_Event.1887,W_Account.6528,W_Opportunity.64667,W_Sales_User.10,2022-02-10,Event,Design Social Command Center Requirements,Other
W_Event.1888,W_Account.7577,W_Opportunity.7771,W_Sales_User.1,2022-03-04,Event,Develop Account Plan,Call
W_Event.1889,W_Account.7961,W_Opportunity.4739,W_Sales_User.10,2022-02-11,Event,Develop Content for Webinar,Call
W_Event.1890,W_Account.3833,W_Opportunity.52789,W_Sales_User.10,2022-02-23,Event,Develop Keynote Presentation,Call
W_Event.1891,W_Account.7845,W_Opportunity.54949,W_Sales_User.16,2022-02-03,Event,Develop Outbound Call Script and Offers,Call
W_Event.1892,W_Account.5072,W_Opportunity.68794,W_Sales_User.16,2022-03-13,Event,Develop Presentation,Prep
W_Event.1893,W_Account.2055,W_Opportunity.32958,W_Sales_User.1,2022-02-19,Event,Discovery Call,Meeting
W_Event.1894,W_Account.1990,W_Opportunity.32300,W_Sales_User.1,2022-03-01,Event,Discovery Call Notes,Meeting
W_Event.1895,W_Account.5523,W_Opportunity.72638,W_Sales_User.16,2022-02-23,Event,Discovery Call with Customer,Meeting
W_Event.1896,W_Account.530,W_Opportunity.12973,W_Sales_User.1,2022-03-14,Event,Discovery Meeting Request,Call
W_Event.1897,W_Account.7285,W_Opportunity.50421,W_Sales_User.10,2022-02-07,Event,Discovery Notes,Call
W_Event.1898,W_Account.7249,W_Opportunity.18489,W_Sales_User.1,2022-03-06,Event,Discuss Account Plan,Meeting
W_Event.1899,W_Account.102,W_Opportunity.2660,W_Sales_User.10,2022-02-17,Event,Discuss Competitive Landscape,Meeting
W_Event.1900,W_Account.3786,W_Opportunity.51910,W_Sales_User.10,2022-03-01,Event,Discuss Next Steps,Meeting
W_Event.1901,W_Account.2376,W_Opportunity.35632,W_Sales_User.10,2022-02-01,Event,Discuss Outcome of Meeting,Meeting
W_Event.1902,W_Account.554,W_Opportunity.13750,W_Sales_User.1,2022-03-03,Event,Discuss Potential New Package,Meeting
W_Event.1903,W_Account.5165,W_Opportunity.69552,W_Sales_User.16,2022-02-11,Event,Discuss Requirements with CIO,Meeting
W_Event.1904,W_Account.814,W_Opportunity.19745,W_Sales_User.10,2022-02-16,Event,Discuss Revised Quote,Call
W_Event.1905,W_Account.4859,W_Opportunity.66935,W_Sales_User.16,2022-03-19,Event,Discuss Solution Fit,Prep
W_Event.1906,W_Account.5300,W_Opportunity.70657,W_Sales_User.10,2022-03-05,Event,Engage Featured Speaker for Webinar,Call
W_Event.1907,W_Account.7452,W_Opportunity.46360,W_Sales_User.17,2022-03-18,Event,Executive Breakfast,Call
W_Event.1908,W_Account.674,W_Opportunity.16489,W_Sales_User.1,2022-02-04,Event,Executive Luncheon,Call
W_Event.1909,W_Account.3696,W_Opportunity.50143,W_Sales_User.17,2022-03-12,Event,Finalize Contract,Call
W_Event.1910,W_Account.525,W_Opportunity.12803,W_Sales_User.1,2022-03-13,Event,Finalize Contract and Discuss Terms,Prep
W_Event.1911,W_Account.3171,W_Opportunity.42759,W_Sales_User.10,2022-02-23,Event,Finalize List of Target Companies to Engage,Meeting
W_Event.1912,W_Account.3106,W_Opportunity.42128,W_Sales_User.1,2022-03-11,Event,Finalize RFP,Meeting
W_Event.1913,W_Account.7898,W_Opportunity.10824,W_Sales_User.10,2022-02-01,Event,Finalize RFP Response,Meeting
W_Event.1914,W_Account.1895,W_Opportunity.31527,W_Sales_User.1,2022-02-19,Event,First Call Contact,Meeting
W_Event.1915,W_Account.5233,W_Opportunity.70114,W_Sales_User.16,2022-03-10,Event,First pass on RFP,Meeting
W_Event.1916,W_Account.45,W_Opportunity.1124,W_Sales_User.1,2022-03-06,Event,Follow Up To My Message,Meeting
W_Event.1917,W_Account.6262,W_Opportunity.24550,W_Sales_User.10,2022-03-05,Event,Follow Up with Customer,Call
W_Event.1918,W_Account.6968,W_Opportunity.767,W_Sales_User.1,2022-02-04,Event,Follow-up email,Prep
W_Event.1919,W_Account.4428,W_Opportunity.62926,W_Sales_User.16,2022-02-01,Event,Generate Invoice,Other
W_Event.1920,W_Account.3327,W_Opportunity.44195,W_Sales_User.1,2022-02-25,Event,Generate Order,Call
W_Event.1921,W_Account.5313,W_Opportunity.70775,W_Sales_User.10,2022-03-15,Event,Generate Quote,Call
W_Event.1922,W_Account.4822,W_Opportunity.66493,W_Sales_User.17,2022-02-17,Event,Generate Quote with T&C's,Call
W_Event.1923,W_Account.4835,W_Opportunity.66622,W_Sales_User.16,2022-02-28,Event,Identify Competitors,Call
W_Event.1924,W_Account.6858,W_Opportunity.12172,W_Sales_User.1,2022-02-15,Event,Identify Referrrals,Prep
W_Event.1925,W_Account.5164,W_Opportunity.69535,W_Sales_User.10,2022-03-05,Event,Initial Call,Meeting
W_Event.1926,W_Account.7580,W_Opportunity.8394,W_Sales_User.1,2022-03-07,Event,Internal Deal Discussion,Meeting
W_Event.1927,W_Account.3152,W_Opportunity.42628,W_Sales_User.10,2022-03-09,Event,Internal: Review Pricing Structure,Meeting
W_Event.1928,W_Account.6434,W_Opportunity.25718,W_Sales_User.10,2022-02-20,Event,Introductory Call,Call
W_Event.1929,W_Account.2622,W_Opportunity.37717,W_Sales_User.1,2022-02-18,Event,Introductory Call with Director of Finance,Call
W_Event.1930,W_Account.3812,W_Opportunity.52390,W_Sales_User.16,2022-03-15,Event,Kickoff Meeting with Stakeholders,Meeting
W_Event.1931,W_Account.7772,W_Opportunity.6723,W_Sales_User.10,2022-02-06,Event,Lead Qualification Call,Meeting
W_Event.1932,W_Account.6202,W_Opportunity.64639,W_Sales_User.17,2022-03-12,Event,Lead Source Details,Meeting
W_Event.1933,W_Account.542,W_Opportunity.13287,W_Sales_User.1,2022-02-07,Event,Left Voicemail,Meeting
W_Event.1934,W_Account.4859,W_Opportunity.66935,W_Sales_User.16,2022-03-18,Event,Left Voicemail: Update,Meeting
W_Event.1935,W_Account.4832,W_Opportunity.66596,W_Sales_User.17,2022-02-15,Event,Lunch,Meeting
W_Event.1936,W_Account.4061,W_Opportunity.58070,W_Sales_User.10,2022-02-21,Event,Lunch Briefing,Prep
W_Event.1937,W_Account.7410,W_Opportunity.14209,W_Sales_User.10,2022-02-07,Event,Lunch Meeting,Other
W_Event.1938,W_Account.963,W_Opportunity.23048,W_Sales_User.10,2022-02-25,Event,Manager 1:1 Meeting,Call
W_Event.1939,W_Account.5156,W_Opportunity.69489,W_Sales_User.10,2022-03-19,Event,Mid-Year Review,Call
W_Event.1940,W_Account.6463,W_Opportunity.31673,W_Sales_User.10,2022-03-12,Event,Negotiate Contracts,Call
W_Event.1941,W_Account.3287,W_Opportunity.43757,W_Sales_User.1,2022-03-06,Event,Notes from Customer Discussion,Call
W_Event.1942,W_Account.4879,W_Opportunity.67108,W_Sales_User.17,2022-03-02,Event,Notes From Discussion,Prep
W_Event.1943,W_Account.8217,W_Opportunity.7859,W_Sales_User.10,2022-02-20,Event,Notes From Discussion with VP of Finance,Meeting
W_Event.1944,W_Account.4384,W_Opportunity.62517,W_Sales_User.10,2022-02-05,Event,Onsite Industry Research,Meeting
W_Event.1945,W_Account.492,W_Opportunity.12090,W_Sales_User.10,2022-03-17,Event,Onsite Meeting with Executive Team,Meeting
W_Event.1946,W_Account.455,W_Opportunity.11200,W_Sales_User.10,2022-02-17,Event,Onsite Presentation and Discussion,Call
W_Event.1947,W_Account.8195,W_Opportunity.3647,W_Sales_User.10,2022-02-28,Event,Onsite Presentation to Board of Directors,Call
W_Event.1948,W_Account.2668,W_Opportunity.38124,W_Sales_User.10,2022-02-20,Event,Onsite Presentation to Executive Team,Meeting
W_Event.1949,W_Account.670,W_Opportunity.16400,W_Sales_User.1,2022-02-22,Event,Onsite Presentation to Marketing Team,Meeting
W_Event.1950,W_Account.287,W_Opportunity.7213,W_Sales_User.10,2022-03-05,Event,Onsite Presentation to Sales Team,Meeting
W_Event.1951,W_Account.3440,W_Opportunity.45221,W_Sales_User.1,2022-03-18,Event,Pipeline Generation Call Campaign,Meeting
W_Event.1952,W_Account.65,W_Opportunity.1633,W_Sales_User.10,2022-02-18,Event,Plan Account Strategy,Meeting
W_Event.1953,W_Account.3793,W_Opportunity.51995,W_Sales_User.16,2022-03-06,Event,Plan Customer Event,Meeting
W_Event.1954,W_Account.2563,W_Opportunity.37246,W_Sales_User.10,2022-02-23,Event,Plan Customer Visit,Call
W_Event.1955,W_Account.425,W_Opportunity.10506,W_Sales_User.1,2022-02-13,Event,Plan Executive Briefing,Prep
W_Event.1956,W_Account.6253,W_Opportunity.15243,W_Sales_User.1,2022-02-06,Event,Post-Meeting Follow-Up,Other
W_Event.1957,W_Account.6266,W_Opportunity.25535,W_Sales_User.1,2022-02-18,Event,Prep Sales Presentation,Call
W_Event.1958,W_Account.4552,W_Opportunity.64125,W_Sales_User.17,2022-02-21,Event,Presentation to Operations Team,Call
W_Event.1959,W_Account.7174,W_Opportunity.1271,W_Sales_User.10,2022-02-27,Event,Project Kickoff,Call
W_Event.1960,W_Account.4575,W_Opportunity.64309,W_Sales_User.17,2022-03-19,Event,Project Review,Prep
W_Event.1961,W_Account.6856,W_Opportunity.11496,W_Sales_User.1,2022-02-23,Event,Project Team Kickoff,Meeting
W_Event.1962,W_Account.2148,W_Opportunity.33727,W_Sales_User.1,2022-03-19,Event,Project Update Call,Meeting
W_Event.1963,W_Account.2022,W_Opportunity.32620,W_Sales_User.1,2022-02-25,Event,Qualification Call,Meeting
W_Event.1964,W_Account.2572,W_Opportunity.37311,W_Sales_User.10,2022-01-31,Event,Qualify Lead,Meeting
W_Event.1965,W_Account.4788,W_Opportunity.66219,W_Sales_User.17,2022-02-17,Event,Quick Call with Director of Finance,Meeting
W_Event.1966,W_Account.4280,W_Opportunity.61619,W_Sales_User.16,2022-02-09,Event,Quick Call with VP of IT,Call
W_Event.1967,W_Account.2601,W_Opportunity.37541,W_Sales_User.1,2022-02-24,Event,Quick Call with VP of Operations,Prep
W_Event.1968,W_Account.2774,W_Opportunity.38949,W_Sales_User.10,2022-03-12,Event,Research Competitors,Other
W_Event.1969,W_Account.112,W_Opportunity.2903,W_Sales_User.1,2022-03-16,Event,Reserve Room for Customer Meeting,Call
W_Event.1970,W_Account.7996,W_Opportunity.57866,W_Sales_User.10,2022-03-13,Event,Reserve Venue for Customer Conference,Call
W_Event.1971,W_Account.7733,W_Opportunity.54101,W_Sales_User.17,2022-03-02,Event,Respond to RFP,Call
W_Event.1972,W_Account.7587,W_Opportunity.11153,W_Sales_User.10,2022-02-26,Event,Review Ad Text Options for A/B Testing,Call
W_Event.1973,W_Account.6799,W_Opportunity.69935,W_Sales_User.10,2022-02-19,Event,Review Campaign Success and Plan Next Phase,Prep
W_Event.1974,W_Account.2075,W_Opportunity.33140,W_Sales_User.1,2022-02-11,Event,Review Meeting Notes,Meeting
W_Event.1975,W_Account.7014,W_Opportunity.8544,W_Sales_User.1,2022-03-09,Event,Review Product Roadmap,Meeting
W_Event.1976,W_Account.7891,W_Opportunity.6941,W_Sales_User.10,2022-02-09,Event,Review Proposal,Call
W_Event.1977,W_Account.4051,W_Opportunity.57857,W_Sales_User.16,2022-02-06,Event,Review RFP Response,Call
W_Event.1978,W_Account.8075,W_Opportunity.12107,W_Sales_User.10,2022-02-05,Event,Review Social Listening and Identify Keywords,Meeting
W_Event.1979,W_Account.7785,W_Opportunity.14038,W_Sales_User.10,2022-02-20,Event,RFP Response Kickoff,Meeting
W_Event.1980,W_Account.3901,W_Opportunity.54511,W_Sales_User.16,2022-03-19,Event,RFP Team Meeting,Meeting
W_Event.1981,W_Account.3758,W_Opportunity.51423,W_Sales_User.10,2022-03-20,Event,Run Facebook Promotion to Boost Engagement,Meeting
W_Event.1982,W_Account.5909,W_Opportunity.76364,W_Sales_User.17,2022-03-14,Event,Sales Presentation Follow-Up,Meeting
W_Event.1983,W_Account.4401,W_Opportunity.62680,W_Sales_User.16,2022-02-10,Event,Send Answers to Customer Questions,Meeting
W_Event.1984,W_Account.4596,W_Opportunity.64490,W_Sales_User.10,2022-03-07,Event,Send Contract,Call
W_Event.1985,W_Account.7773,W_Opportunity.7494,W_Sales_User.10,2022-03-16,Event,Send Contract for Signing,Prep
W_Event.1986,W_Account.4948,W_Opportunity.67723,W_Sales_User.10,2022-02-24,Event,Send Follow-up Email,Other
