Account,Payment Method,Maintenance,Churn,Points Used,Monthly Charges,Points,Tenure,Contract,Insurance,Month of Churn,Profit
5037,Mailed Check,No,No,0,900000,1000,4,Month-to-month,No,None,0
5038,Electronic Check,No,No,0,800000,13000,27,Month-to-month,No,None,0
5039,Mailed Check,Yes,No,0,1300000,6000,41,One year,No,None,0
5040,Electronic Check,Yes,No,0,1100000,1000,50,One year,No,None,0
5041,Electronic Check,Yes,No,0,1000000,4000,72,Two years,Yes,None,0
5042,Credit Card,Yes,No,0,900000,1000,70,One year,No,None,0
5043,Bank Transfer,Yes,No,0,700000,14000,44,One year,No,None,0
5044,Bank Transfer,Yes,No,0,1000000,2000,34,One year,No,None,0
5045,Bank Transfer,Yes,No,0,1600000,6000,72,Two years,Yes,None,0
5046,Electronic Check,Yes,No,0,1900000,5000,71,Two years,Yes,None,0
5047,Credit Card,Yes,No,0,1300000,14000,64,Two years,Yes,None,0
5048,Bank Transfer,Yes,No,0,900000,10000,72,Two years,Yes,None,0
5049,Bank Transfer,Yes,No,0,1000000,1000,29,One year,No,None,0
5050,Bank Transfer,Yes,No,0,1100000,9000,23,One year,No,None,0
5051,Mailed Check,Yes,No,0,1600000,4000,52,Two years,Yes,None,0
5052,Bank Transfer,Yes,No,0,1500000,3000,64,Two years,Yes,None,0
5053,Bank Transfer,No,No,0,1500000,5000,24,Month-to-month,No,None,0
5054,Electronic Check,No,No,0,900000,1000,2,Month-to-month,No,None,0
5055,Mailed Check,Yes,No,0,1700000,5000,34,Two years,Yes,None,0
5056,Mailed Check,Yes,No,0,1000000,12000,53,One year,No,None,0
5057,Credit Card,Yes,No,0,1600000,12000,47,Two years,Yes,None,0
5058,Credit Card,Yes,No,0,800000,13000,72,Two years,Yes,None,0
5059,Credit Card,Yes,No,0,1400000,13000,72,Two years,Yes,None,0
5060,Electronic Check,No,No,0,1000000,10000,7,Month-to-month,No,None,0
5061,Credit Card,Yes,No,0,1000000,10000,71,Two years,Yes,None,0
5062,Bank Transfer,Yes,No,0,1900000,12000,41,One year,No,None,0
5063,Credit Card,Yes,No,0,1300000,5000,67,Two years,Yes,None,0
5064,Credit Card,Yes,No,0,1100000,7000,69,One year,No,None,0
5065,Bank Transfer,Yes,No,0,800000,2000,70,Two years,Yes,None,0
5066,Bank Transfer,Yes,No,0,1700000,4000,72,Two years,Yes,None,0
5067,Electronic Check,Yes,No,0,1400000,13000,34,Two years,Yes,None,0
5068,Credit Card,Yes,No,0,1400000,11000,65,Two years,Yes,None,0
5069,Credit Card,Yes,No,0,1800000,11000,70,Two years,Yes,None,0
5070,Credit Card,Yes,No,0,1000000,4000,72,Two years,Yes,None,0
5071,Mailed Check,Yes,No,0,1200000,1000,35,One year,No,None,0
5072,Electronic Check,Yes,No,0,1700000,7000,12,One year,No,None,0
5073,Bank Transfer,Yes,No,0,1400000,10000,62,One year,No,None,0
5074,Credit Card,No,No,0,1600000,1000,25,Month-to-month,No,None,0
5075,Mailed Check,Yes,No,0,800000,5000,52,Two years,Yes,None,0
5076,Credit Card,No,No,0,700000,4000,8,Month-to-month,No,None,0
5077,Mailed Check,No,No,0,1900000,1000,2,Month-to-month,No,None,0
5078,Mailed Check,Yes,No,0,700000,5000,56,Two years,Yes,None,0
5079,Bank Transfer,No,No,0,1000000,14000,12,Month-to-month,No,None,0
5080,Electronic Check,Yes,No,0,1400000,10000,47,One year,No,None,0
5081,Electronic Check,No,No,0,1500000,9000,2,Month-to-month,No,None,0
5082,Electronic Check,No,No,0,700000,11000,8,Month-to-month,No,None,0
5083,Mailed Check,No,No,0,900000,6000,45,Month-to-month,No,None,0
5084,Mailed Check,No,No,0,1800000,14000,3,Month-to-month,No,None,0
5085,Mailed Check,Yes,No,0,1800000,9000,38,One year,No,None,0
5086,Electronic Check,Yes,No,0,1700000,11000,72,Two years,Yes,None,0
5087,Credit Card,Yes,No,0,1300000,13000,71,Two years,Yes,None,0
5088,Bank Transfer,Yes,No,0,1500000,8000,66,Two years,Yes,None,0
5089,Bank Transfer,Yes,No,0,800000,12000,13,Two years,Yes,None,0
5090,Bank Transfer,Yes,No,0,900000,1000,65,Two years,Yes,None,0
5091,Mailed Check,Yes,No,0,1800000,9000,15,Two years,Yes,None,0
5092,Credit Card,Yes,No,0,1300000,13000,72,Two years,Yes,None,0
5093,Electronic Check,Yes,No,0,1000000,8000,42,Two years,Yes,None,0
5094,Bank Transfer,Yes,No,0,1500000,14000,71,Two years,Yes,None,0
5095,Bank Transfer,No,No,0,700000,9000,35,Month-to-month,No,None,0
5096,Bank Transfer,No,No,0,1200000,9000,53,Month-to-month,No,None,0
5097,Credit Card,Yes,No,0,900000,1000,48,Two years,Yes,None,0
5098,Electronic Check,No,No,0,1400000,13000,30,Month-to-month,No,None,0
5099,Credit Card,No,No,0,700000,14000,10,Month-to-month,No,None,0
5100,Electronic Check,No,No,0,1300000,9000,12,Month-to-month,No,None,0
5101,Bank Transfer,Yes,No,0,1800000,13000,57,Two years,Yes,None,0
5102,Credit Card,No,No,0,1700000,14000,58,Month-to-month,No,None,0
5103,Mailed Check,Yes,No,0,1000000,7000,37,Two years,Yes,None,0
5104,Mailed Check,No,No,0,1400000,5000,44,Month-to-month,No,None,0
5105,Credit Card,Yes,No,0,1200000,4000,27,One year,No,None,0
5106,Electronic Check,No,No,0,1800000,4000,8,Month-to-month,No,None,0
5107,Bank Transfer,No,No,0,900000,6000,25,Month-to-month,No,None,0
5108,Electronic Check,No,No,0,1500000,11000,57,Month-to-month,No,None,0
5109,Mailed Check,No,No,0,800000,3000,12,Month-to-month,No,None,0
5110,Bank Transfer,Yes,No,0,1500000,13000,62,Two years,Yes,None,0
5111,Bank Transfer,Yes,No,0,1300000,10000,65,Two years,Yes,None,0
5112,Bank Transfer,Yes,No,0,700000,5000,71,Two years,Yes,None,0
5113,Credit Card,Yes,No,0,1200000,1000,21,One year,No,None,0
5114,Electronic Check,Yes,No,0,1300000,8000,71,One year,No,None,0
5115,Electronic Check,No,No,0,1700000,5000,7,Month-to-month,No,None,0
5116,Credit Card,Yes,No,0,900000,13000,72,Two years,Yes,None,0
5117,Bank Transfer,Yes,No,0,1600000,2000,19,One year,No,None,0
5118,Bank Transfer,No,No,0,800000,5000,20,Month-to-month,No,None,0
5119,Credit Card,Yes,No,0,800000,1000,43,One year,No,None,0
5120,Mailed Check,No,No,0,1400000,1000,5,Month-to-month,No,None,0
5121,Bank Transfer,Yes,No,0,1700000,4000,70,One year,No,None,0
5122,Mailed Check,Yes,No,0,1600000,10000,40,Two years,Yes,None,0
5123,Credit Card,Yes,No,0,1300000,4000,6,Two years,Yes,None,0
5124,Electronic Check,Yes,No,0,1700000,5000,39,Two years,Yes,None,0
5125,Bank Transfer,No,No,0,1800000,2000,45,Month-to-month,No,None,0
5126,Credit Card,No,No,0,900000,8000,57,Month-to-month,No,None,0
5127,Bank Transfer,Yes,No,0,1400000,13000,72,Two years,Yes,None,0
5128,Credit Card,Yes,No,0,700000,5000,72,Two years,Yes,None,0
5129,Mailed Check,Yes,No,0,1300000,11000,3,Two years,Yes,None,0
5130,Electronic Check,No,No,0,1100000,1000,59,Month-to-month,No,None,0
5131,Bank Transfer,No,No,0,900000,7000,4,Month-to-month,No,None,0
5132,Electronic Check,No,No,0,1800000,14000,27,Month-to-month,No,None,0
5133,Credit Card,No,No,0,1500000,4000,4,Month-to-month,No,None,0
5134,Credit Card,No,No,0,1500000,1000,60,Month-to-month,No,None,0
5135,Credit Card,Yes,No,0,1000000,13000,8,Two years,Yes,None,0
5136,Mailed Check,Yes,No,0,1300000,7000,35,Two years,Yes,None,0
5137,Mailed Check,Yes,No,0,1400000,7000,53,Two years,Yes,None,0
5138,Credit Card,No,No,0,800000,9000,18,Month-to-month,No,None,0
5139,Mailed Check,Yes,No,0,1600000,13000,15,Two years,Yes,None,0
5140,Bank Transfer,Yes,No,0,1900000,8000,67,One year,No,None,0
5141,Electronic Check,No,No,0,800000,8000,6,Month-to-month,No,None,0
5142,Mailed Check,No,No,0,1400000,13000,1,Month-to-month,No,None,0
5143,Mailed Check,No,No,0,1700000,11000,5,Month-to-month,No,None,0
5144,Mailed Check,Yes,No,0,800000,8000,13,One year,No,None,0
5145,Mailed Check,No,No,0,1400000,7000,29,Month-to-month,No,None,0
5146,Mailed Check,No,No,0,1500000,14000,1,Month-to-month,No,None,0
5147,Mailed Check,No,No,0,1200000,7000,18,Month-to-month,No,None,0
5148,Credit Card,No,No,0,1800000,1000,2,Month-to-month,No,None,0
5149,Bank Transfer,No,No,0,1700000,3000,30,Month-to-month,No,None,0
5150,Bank Transfer,Yes,No,0,1200000,4000,66,Two years,Yes,None,0
5151,Bank Transfer,Yes,No,0,1200000,5000,38,Two years,Yes,None,0
5152,Mailed Check,No,No,0,1600000,6000,44,Month-to-month,No,None,0
5153,Mailed Check,No,No,0,1100000,8000,2,Month-to-month,No,None,0
5154,Mailed Check,Yes,No,0,1200000,7000,42,One year,No,None,0
5155,Credit Card,Yes,No,0,1100000,5000,58,Two years,Yes,None,0
5156,Electronic Check,No,No,0,1000000,6000,58,Month-to-month,No,None,0
5157,Mailed Check,Yes,No,0,1400000,12000,71,Two years,Yes,None,0
5158,Bank Transfer,Yes,No,0,1200000,11000,48,One year,No,None,0
5159,Mailed Check,Yes,No,0,1300000,11000,8,Two years,Yes,None,0
5160,Bank Transfer,Yes,No,0,1100000,13000,67,Two years,Yes,None,0
5161,Bank Transfer,No,No,0,1300000,11000,49,Month-to-month,No,None,0
5162,Bank Transfer,No,No,0,1900000,3000,52,Month-to-month,No,None,0
5163,Credit Card,Yes,No,0,700000,14000,63,One year,No,None,0
5164,Bank Transfer,Yes,No,0,900000,8000,68,Two years,Yes,None,0
5165,Mailed Check,No,No,0,800000,2000,31,Month-to-month,No,None,0
5166,Credit Card,Yes,No,0,1000000,9000,64,Two years,Yes,None,0
5167,Electronic Check,Yes,No,0,1700000,7000,62,One year,No,None,0
5168,Electronic Check,No,No,0,1000000,14000,21,Month-to-month,No,None,0
5169,Bank Transfer,Yes,No,0,1300000,8000,72,Two years,Yes,None,0
5170,Electronic Check,No,No,0,1700000,1000,32,Month-to-month,No,None,0
5171,Credit Card,Yes,No,0,1800000,6000,71,One year,No,None,0
5172,Bank Transfer,No,No,0,1000000,5000,34,Month-to-month,No,None,0
5173,Bank Transfer,Yes,No,0,1800000,6000,35,Two years,Yes,None,0
5174,Electronic Check,No,No,0,900000,3000,3,Month-to-month,No,None,0
5175,Mailed Check,No,No,0,1700000,4000,3,Month-to-month,No,None,0
5176,Electronic Check,Yes,No,0,800000,12000,53,One year,No,None,0
5177,Electronic Check,No,No,0,1700000,13000,4,Month-to-month,No,None,0
5178,Bank Transfer,Yes,No,0,1700000,6000,48,One year,No,None,0
5179,Credit Card,Yes,No,0,1500000,3000,54,Two years,Yes,None,0
5180,Bank Transfer,No,No,0,800000,4000,62,Month-to-month,No,None,0
5181,Mailed Check,Yes,No,0,1700000,2000,22,One year,No,None,0
5182,Bank Transfer,Yes,No,0,1300000,7000,51,One year,No,None,0
5183,Credit Card,Yes,No,0,1800000,2000,30,One year,No,None,0
5184,Electronic Check,Yes,No,0,1400000,9000,35,One year,No,None,0
5185,Electronic Check,No,No,0,1400000,10000,64,Month-to-month,No,None,0
5186,Electronic Check,No,No,0,900000,6000,30,Month-to-month,No,None,0
5187,Mailed Check,Yes,No,0,1200000,13000,25,Two years,Yes,None,0
5188,Mailed Check,No,No,0,1600000,2000,1,Month-to-month,No,None,0
5189,Electronic Check,Yes,No,0,1400000,7000,70,Two years,Yes,None,0
5190,Bank Transfer,Yes,No,0,1700000,4000,57,Two years,Yes,None,0
5191,Electronic Check,No,No,0,1400000,13000,9,Month-to-month,No,None,0
5192,Bank Transfer,Yes,No,0,800000,12000,69,One year,No,None,0
5193,Electronic Check,Yes,No,0,1700000,1000,72,Two years,Yes,None,0
5194,Bank Transfer,Yes,No,0,1800000,13000,44,Two years,Yes,None,0
5195,Bank Transfer,Yes,No,0,1000000,2000,72,Two years,Yes,None,0
5196,Credit Card,No,No,0,900000,11000,54,Month-to-month,No,None,0
5197,Credit Card,Yes,No,0,1100000,5000,27,Two years,Yes,None,0
5198,Bank Transfer,No,No,0,1300000,5000,54,Month-to-month,No,None,0
5199,Credit Card,No,No,0,1700000,12000,3,Month-to-month,No,None,0
5200,Bank Transfer,Yes,No,0,700000,7000,53,One year,No,None,0
5201,Mailed Check,Yes,No,0,1600000,10000,15,One year,No,None,0
5202,Credit Card,No,No,0,1100000,1000,5,Month-to-month,No,None,0
5203,Credit Card,Yes,No,0,1700000,4000,48,One year,No,None,0
5204,Credit Card,No,No,0,1100000,12000,25,Month-to-month,No,None,0
5205,Bank Transfer,Yes,No,0,1200000,5000,58,One year,No,None,0
5206,Bank Transfer,No,No,0,1800000,1000,10,Month-to-month,No,None,0
5207,Credit Card,Yes,No,0,1300000,8000,71,Two years,Yes,None,0
5208,Credit Card,Yes,No,0,900000,14000,65,Two years,Yes,None,0
5209,Mailed Check,No,No,0,1300000,5000,28,Month-to-month,No,None,0
5210,Bank Transfer,Yes,No,0,1500000,11000,67,Two years,Yes,None,0
5211,Electronic Check,Yes,No,0,1900000,7000,35,One year,No,None,0
5212,Credit Card,Yes,No,0,1400000,6000,72,Two years,Yes,None,0
5213,Bank Transfer,Yes,No,0,1900000,7000,61,One year,No,None,0
5214,Credit Card,Yes,No,0,1900000,12000,68,Two years,Yes,None,0
5215,Mailed Check,No,No,0,1100000,4000,3,Month-to-month,No,None,0
5216,Credit Card,No,No,0,800000,3000,48,Month-to-month,No,None,0
5217,Credit Card,Yes,No,0,1100000,8000,68,One year,No,None,0
5218,Electronic Check,Yes,No,0,1100000,12000,47,One year,No,None,0
5219,Mailed Check,Yes,No,0,1800000,11000,32,One year,No,None,0
5220,Mailed Check,No,No,0,800000,10000,5,Month-to-month,No,None,0
5221,Credit Card,Yes,No,0,1100000,13000,49,Two years,Yes,None,0
5222,Mailed Check,No,No,0,1900000,7000,15,Month-to-month,No,None,0
5223,Electronic Check,No,No,0,1300000,12000,12,Month-to-month,No,None,0
5224,Bank Transfer,Yes,No,0,900000,4000,67,Two years,Yes,None,0
5225,Electronic Check,No,No,0,1700000,11000,9,Month-to-month,No,None,0
5226,Bank Transfer,Yes,No,0,1000000,11000,13,Two years,Yes,None,0
5227,Mailed Check,Yes,No,0,1000000,13000,38,One year,No,None,0
5228,Electronic Check,No,No,0,1900000,14000,42,Month-to-month,No,None,0
5229,Credit Card,No,No,0,1400000,14000,9,Month-to-month,No,None,0
5230,Credit Card,Yes,No,0,1300000,2000,49,One year,No,None,0
5231,Credit Card,No,No,0,900000,8000,61,Month-to-month,No,None,0
5232,Bank Transfer,Yes,No,0,1000000,4000,50,One year,No,None,0
5233,Electronic Check,Yes,No,0,1600000,3000,53,One year,No,None,0
5234,Electronic Check,Yes,No,0,1800000,3000,51,One year,No,None,0
5235,Electronic Check,Yes,No,0,800000,1000,24,Two years,Yes,None,0
5236,Mailed Check,No,No,0,1400000,9000,24,Month-to-month,No,None,0
5237,Electronic Check,Yes,No,0,1300000,12000,70,Two years,Yes,None,0
5238,Mailed Check,No,No,0,1000000,1000,1,Month-to-month,No,None,0
5239,Electronic Check,No,No,0,1400000,1000,8,Month-to-month,No,None,0
5240,Electronic Check,Yes,No,0,1000000,3000,72,Two years,Yes,None,0
5241,Bank Transfer,No,No,0,1500000,14000,23,Month-to-month,No,None,0
5242,Credit Card,No,No,0,700000,12000,31,Month-to-month,No,None,0
5243,Electronic Check,Yes,No,0,1600000,7000,37,One year,No,None,0
5244,Electronic Check,Yes,No,0,1900000,4000,35,One year,No,None,0
5245,Credit Card,No,No,0,1700000,6000,23,Month-to-month,No,None,0
5246,Bank Transfer,Yes,No,0,1600000,6000,20,One year,No,None,0
5247,Electronic Check,No,No,0,1500000,4000,36,Month-to-month,No,None,0
5248,Bank Transfer,Yes,No,0,900000,10000,71,One year,No,None,0
5249,Bank Transfer,Yes,No,0,1600000,13000,43,One year,No,None,0
5250,Mailed Check,Yes,No,0,800000,2000,57,Two years,Yes,None,0
5251,Electronic Check,No,No,0,1300000,12000,27,Month-to-month,No,None,0
5252,Electronic Check,No,No,0,1000000,11000,13,Month-to-month,No,None,0
5253,Electronic Check,Yes,No,0,1000000,6000,67,One year,No,None,0
5254,Bank Transfer,Yes,No,0,1600000,7000,64,Two years,Yes,None,0
5255,Electronic Check,No,No,0,1000000,14000,26,Month-to-month,No,None,0
5256,Credit Card,No,No,0,1900000,10000,38,Month-to-month,No,None,0
5257,Credit Card,Yes,No,0,1400000,10000,23,One year,No,None,0
5258,Bank Transfer,Yes,No,0,1700000,1000,72,Two years,Yes,None,0
5259,Electronic Check,Yes,No,0,900000,1000,62,Two years,Yes,None,0
5260,Bank Transfer,No,No,0,1600000,14000,40,Month-to-month,No,None,0
5261,Electronic Check,No,No,0,1300000,7000,41,Month-to-month,No,None,0
5262,Credit Card,No,No,0,1700000,14000,34,Month-to-month,No,None,0
5263,Electronic Check,No,No,0,1600000,6000,1,Month-to-month,No,None,0
5264,Bank Transfer,Yes,No,0,1300000,1000,51,Two years,Yes,None,0
5265,Mailed Check,Yes,No,0,1000000,12000,39,Two years,Yes,None,0
5266,Electronic Check,No,No,0,1100000,4000,12,Month-to-month,No,None,0
5267,Electronic Check,Yes,No,0,800000,10000,72,One year,No,None,0
5268,Electronic Check,No,No,0,700000,11000,63,Month-to-month,No,None,0
5269,Credit Card,No,No,0,1900000,6000,44,Month-to-month,No,None,0
5270,Bank Transfer,No,No,0,1300000,2000,18,Month-to-month,No,None,0
5271,Mailed Check,No,No,0,1100000,14000,13,Month-to-month,No,None,0
5272,Bank Transfer,Yes,No,0,800000,2000,68,Two years,Yes,None,0
5273,Electronic Check,No,No,0,900000,7000,6,Month-to-month,No,None,0
5274,Mailed Check,No,No,0,1300000,9000,2,Month-to-month,No,None,0
5275,Credit Card,Yes,No,0,800000,9000,55,One year,No,None,0
5276,Credit Card,No,No,0,1800000,11000,38,Month-to-month,No,None,0
5277,Bank Transfer,No,No,0,700000,10000,19,Month-to-month,No,None,0
5278,Electronic Check,Yes,No,0,900000,6000,12,One year,No,None,0
5279,Bank Transfer,Yes,No,0,1700000,7000,72,Two years,Yes,None,0
5280,Mailed Check,Yes,No,0,800000,12000,24,One year,No,None,0
5281,Credit Card,Yes,No,0,1300000,14000,72,One year,No,None,0
5282,Electronic Check,No,No,0,800000,6000,11,Month-to-month,No,None,0
5283,Bank Transfer,Yes,No,0,700000,14000,66,Two years,Yes,None,0
5284,Electronic Check,No,No,0,800000,10000,1,Month-to-month,No,None,0
5285,Bank Transfer,Yes,No,0,1100000,10000,72,Two years,Yes,None,0
5286,Electronic Check,Yes,No,0,1300000,6000,64,One year,No,None,0
5287,Electronic Check,Yes,No,0,1900000,10000,72,Two years,Yes,None,0
5288,Bank Transfer,No,No,0,800000,5000,29,Month-to-month,No,None,0
5289,Mailed Check,Yes,No,0,1300000,8000,13,Two years,Yes,None,0
5290,Electronic Check,No,No,0,1700000,1000,31,Month-to-month,No,None,0
5291,Credit Card,No,No,0,800000,6000,14,Month-to-month,No,None,0
5292,Bank Transfer,Yes,No,0,800000,14000,72,Two years,Yes,None,0
5293,Electronic Check,Yes,No,0,1600000,14000,25,One year,No,None,0
5294,Electronic Check,No,No,0,1700000,1000,18,Month-to-month,No,None,0
5295,Credit Card,Yes,No,0,1400000,8000,71,Two years,Yes,None,0
5296,Electronic Check,Yes,No,0,1800000,2000,28,One year,No,None,0
5297,Credit Card,No,No,0,1400000,11000,2,Month-to-month,No,None,0
5298,Mailed Check,No,No,0,800000,12000,17,Month-to-month,No,None,0
5299,Electronic Check,No,No,0,900000,6000,56,Month-to-month,No,None,0
5300,Electronic Check,Yes,No,0,1700000,6000,60,One year,No,None,0
5301,Credit Card,Yes,No,0,1500000,2000,33,Two years,Yes,None,0
5302,Mailed Check,No,No,0,1200000,6000,1,Month-to-month,No,None,0
5303,Credit Card,Yes,No,0,800000,6000,63,Two years,Yes,None,0
5304,Mailed Check,Yes,No,0,1900000,9000,55,Two years,Yes,None,0
5305,Bank Transfer,Yes,No,0,1100000,1000,65,One year,No,None,0
5306,Mailed Check,Yes,No,0,1800000,13000,63,Two years,Yes,None,0
5307,Credit Card,Yes,No,0,700000,6000,70,Two years,Yes,None,0
5308,Credit Card,Yes,No,0,1000000,9000,36,Two years,Yes,None,0
5309,Bank Transfer,No,No,0,1400000,7000,22,Month-to-month,No,None,0
5310,Credit Card,No,No,0,1500000,9000,5,Month-to-month,No,None,0
5311,Credit Card,No,No,0,1800000,5000,1,Month-to-month,No,None,0
5312,Credit Card,Yes,No,0,1600000,8000,56,Two years,Yes,None,0
5313,Mailed Check,No,No,0,1600000,13000,2,Month-to-month,No,None,0
5314,Electronic Check,No,No,0,1000000,3000,35,Month-to-month,No,None,0
5315,Credit Card,Yes,No,0,1500000,7000,64,Two years,Yes,None,0
5316,Credit Card,No,No,0,1600000,1000,15,Month-to-month,No,None,0
5317,Mailed Check,No,No,0,700000,14000,1,Month-to-month,No,None,0
5318,Credit Card,Yes,No,0,1300000,7000,70,Two years,Yes,None,0
5319,Electronic Check,Yes,No,0,1300000,1000,39,One year,No,None,0
5320,Electronic Check,No,No,0,900000,5000,29,Month-to-month,No,None,0
5321,Mailed Check,Yes,No,0,900000,9000,14,Two years,Yes,None,0
5322,Credit Card,Yes,No,0,1900000,1000,61,Two years,Yes,None,0
5323,Credit Card,No,No,0,1400000,6000,13,Month-to-month,No,None,0
5324,Mailed Check,Yes,No,0,1700000,1000,66,Two years,Yes,None,0
5325,Credit Card,Yes,No,0,1100000,8000,59,One year,No,None,0
5326,Credit Card,Yes,No,0,1900000,8000,62,One year,No,None,0
5327,Electronic Check,Yes,No,0,1100000,12000,33,One year,No,None,0
5328,Credit Card,Yes,No,0,1500000,12000,66,Two years,Yes,None,0
5329,Credit Card,Yes,No,0,800000,11000,72,Two years,Yes,None,0
5330,Mailed Check,Yes,No,0,1100000,12000,51,One year,No,None,0
5331,Electronic Check,No,No,0,1800000,2000,63,Month-to-month,No,None,0
5332,Bank Transfer,Yes,No,0,1300000,14000,27,One year,No,None,0
5333,Mailed Check,No,No,0,1800000,13000,4,Month-to-month,No,None,0
5334,Mailed Check,Yes,No,0,1700000,2000,42,Two years,Yes,None,0
5335,Mailed Check,Yes,No,0,700000,10000,29,One year,No,None,0
5336,Mailed Check,Yes,No,0,1700000,13000,30,One year,No,None,0
5337,Bank Transfer,Yes,No,0,1700000,7000,71,Two years,Yes,None,0
5338,Bank Transfer,Yes,No,0,1500000,4000,69,One year,No,None,0
5339,Bank Transfer,Yes,No,0,1800000,14000,72,Two years,Yes,None,0
5340,Electronic Check,No,No,0,1200000,8000,28,Month-to-month,No,None,0
5341,Credit Card,Yes,No,0,1400000,12000,72,Two years,Yes,None,0
5342,Electronic Check,Yes,No,0,1900000,3000,7,One year,No,None,0
5343,Electronic Check,No,No,0,1000000,4000,22,Month-to-month,No,None,0
5344,Bank Transfer,Yes,No,0,1900000,12000,72,Two years,Yes,None,0
5345,Credit Card,No,No,0,1700000,6000,8,Month-to-month,No,None,0
5346,Credit Card,Yes,No,0,1800000,3000,52,One year,No,None,0
5347,Mailed Check,Yes,No,0,1800000,8000,68,Two years,Yes,None,0
5348,Bank Transfer,Yes,No,0,1600000,6000,71,Two years,Yes,None,0
5349,Mailed Check,No,No,0,1100000,12000,2,Month-to-month,No,None,0
5350,Electronic Check,No,No,0,900000,14000,34,Month-to-month,No,None,0
5351,Electronic Check,No,No,0,1900000,6000,35,Month-to-month,No,None,0
5352,Credit Card,Yes,No,0,1000000,7000,61,One year,No,None,0
5353,Electronic Check,No,No,0,1800000,12000,1,Month-to-month,No,None,0
5354,Credit Card,Yes,No,0,1300000,2000,53,One year,No,None,0
5355,Bank Transfer,Yes,No,0,1600000,8000,72,Two years,Yes,None,0
5356,Electronic Check,No,No,0,1000000,4000,41,Month-to-month,No,None,0
5357,Credit Card,Yes,No,0,1600000,9000,24,One year,No,None,0
5358,Mailed Check,No,No,0,1500000,5000,8,Month-to-month,No,None,0
5359,Mailed Check,No,No,0,1800000,9000,1,Month-to-month,No,None,0
5360,Bank Transfer,Yes,No,0,1700000,8000,54,Two years,Yes,None,0
5361,Bank Transfer,No,No,0,900000,3000,41,Month-to-month,No,None,0
5362,Mailed Check,No,No,0,1000000,4000,19,Month-to-month,No,None,0
5363,Bank Transfer,Yes,No,0,1200000,4000,72,Two years,Yes,None,0
5364,Bank Transfer,Yes,No,0,1600000,7000,62,Two years,Yes,None,0
5365,Credit Card,Yes,No,0,1900000,13000,56,Two years,Yes,None,0
5366,Mailed Check,Yes,No,0,1900000,6000,32,Two years,Yes,None,0
5367,Credit Card,No,No,0,900000,7000,21,Month-to-month,No,None,0
5368,Bank Transfer,Yes,No,0,900000,14000,62,One year,No,None,0
5369,Electronic Check,No,No,0,1900000,8000,2,Month-to-month,No,None,0
5370,Mailed Check,Yes,No,0,700000,3000,27,Two years,Yes,None,0
5371,Electronic Check,Yes,No,0,1200000,1000,25,One year,No,None,0
5372,Bank Transfer,Yes,No,0,900000,1000,49,One year,No,None,0
5373,Credit Card,No,No,0,700000,6000,63,Month-to-month,No,None,0
5374,Credit Card,No,No,0,1400000,6000,4,Month-to-month,No,None,0
5375,Mailed Check,No,No,0,800000,1000,1,Month-to-month,No,None,0
5376,Mailed Check,No,No,0,1600000,6000,11,Month-to-month,No,None,0
5377,Bank Transfer,No,No,0,1000000,2000,52,Month-to-month,No,None,0
5378,Electronic Check,No,No,0,900000,14000,60,Month-to-month,No,None,0
5379,Credit Card,Yes,No,0,800000,13000,64,One year,No,None,0
5380,Bank Transfer,Yes,No,0,1100000,2000,43,Two years,Yes,None,0
5381,Bank Transfer,Yes,No,0,900000,2000,61,One year,No,None,0
5382,Bank Transfer,Yes,No,0,1400000,6000,66,Two years,Yes,None,0
5383,Electronic Check,Yes,No,0,1500000,12000,67,Two years,Yes,None,0
5384,Credit Card,Yes,No,0,800000,11000,42,Two years,Yes,None,0
5385,Mailed Check,Yes,No,0,1400000,8000,31,Two years,Yes,None,0
5386,Mailed Check,No,No,0,1500000,9000,7,Month-to-month,No,None,0
5387,Bank Transfer,Yes,No,0,700000,7000,34,One year,No,None,0
5388,Mailed Check,Yes,No,0,1000000,3000,3,One year,No,None,0
5389,Mailed Check,No,No,0,1700000,6000,19,Month-to-month,No,None,0
5390,Mailed Check,No,No,0,1900000,7000,3,Month-to-month,No,None,0
5391,Bank Transfer,Yes,No,0,1100000,7000,69,One year,No,None,0
5392,Mailed Check,No,No,0,700000,9000,5,Month-to-month,No,None,0
5393,Bank Transfer,No,No,0,1100000,3000,1,Month-to-month,No,None,0
5394,Credit Card,Yes,No,0,1000000,4000,26,One year,No,None,0
5395,Bank Transfer,Yes,No,0,1300000,13000,25,Two years,Yes,None,0
5396,Electronic Check,No,No,0,1900000,14000,64,Month-to-month,No,None,0
5397,Electronic Check,No,No,0,1500000,11000,30,Month-to-month,No,None,0
5398,Electronic Check,No,No,0,1200000,5000,13,Month-to-month,No,None,0
5399,Electronic Check,Yes,No,0,1900000,14000,64,One year,No,None,0
5400,Bank Transfer,No,No,0,700000,3000,46,Month-to-month,No,None,0
5401,Mailed Check,Yes,No,0,1500000,1000,12,One year,No,None,0
5402,Mailed Check,No,No,0,1900000,2000,13,Month-to-month,No,None,0
5403,Credit Card,Yes,No,0,800000,11000,67,Two years,Yes,None,0
5404,Electronic Check,No,No,0,700000,5000,24,Month-to-month,No,None,0
5405,Mailed Check,No,No,0,900000,6000,6,Month-to-month,No,None,0
5406,Electronic Check,No,No,0,800000,5000,10,Month-to-month,No,None,0
