Account,Payment Method,Maintenance,Churn,Points Used,Monthly Charges,Points,Tenure,Contract,Insurance,Month of Churn,Gender,Age
5608,Credit Card,Yes,No,0,170,2000,50,Two years,Yes,None,Female,41
5609,Electronic Check,Yes,No,0,170,5000,25,One year,No,None,Male,20
5610,Mailed Check,Yes,No,0,180,2000,64,Two years,Yes,None,Male,33
5611,Credit Card,Yes,No,0,70,10000,25,One year,No,None,Male,36
5612,Mailed Check,No,No,0,140,12000,24,Month-to-month,No,None,Female,44
5613,Electronic Check,No,No,0,150,3000,37,Month-to-month,No,None,Male,23
5614,Electronic Check,No,No,0,100,5000,21,Month-to-month,No,None,Female,38
5615,Mailed Check,No,No,0,150,8000,1,Month-to-month,No,None,Male,53
5616,Mailed Check,No,No,0,110,11000,10,Month-to-month,No,None,Female,48
5617,Credit Card,Yes,No,0,150,6000,51,One year,No,None,Male,32
5618,Mailed Check,No,No,0,150,7000,10,Month-to-month,No,None,Female,26
5619,Credit Card,No,No,0,80,8000,6,Month-to-month,No,None,Male,55
5620,Mailed Check,Yes,No,0,120,6000,47,Two years,Yes,None,Male,34
5621,Electronic Check,Yes,No,0,170,11000,61,One year,No,None,Male,60
5622,Bank Transfer,Yes,No,0,80,2000,52,Two years,Yes,None,Male,33
5623,Credit Card,No,No,0,110,1000,35,Month-to-month,No,None,Male,37
5624,Bank Transfer,Yes,No,0,130,5000,71,One year,No,None,Male,34
5625,Credit Card,Yes,No,0,70,12000,45,Two years,Yes,None,Male,23
5626,Mailed Check,No,No,0,160,12000,2,Month-to-month,No,None,Female,44
5627,Credit Card,Yes,No,0,90,1000,51,One year,No,None,Male,35
5628,Credit Card,Yes,No,0,120,7000,60,One year,No,None,Female,43
5629,Mailed Check,Yes,No,0,70,5000,9,One year,No,None,Male,24
5630,Bank Transfer,No,No,0,80,1000,17,Month-to-month,No,None,Male,41
5631,Mailed Check,Yes,No,0,140,5000,46,Two years,Yes,None,Male,29
5632,Credit Card,Yes,No,0,180,2000,68,Two years,Yes,None,Male,36
5633,Bank Transfer,Yes,No,0,150,3000,4,One year,No,None,Female,45
5634,Credit Card,Yes,No,0,120,10000,28,One year,No,None,Female,24
5635,Credit Card,Yes,No,0,90,7000,39,One year,No,None,Male,47
5636,Electronic Check,No,No,0,190,1000,11,Month-to-month,No,None,Male,26
5637,Credit Card,Yes,No,0,140,3000,71,Two years,Yes,None,Male,45
5638,Mailed Check,No,No,0,110,4000,2,Month-to-month,No,None,Male,32
5639,Mailed Check,Yes,No,0,170,10000,17,One year,No,None,Female,31
5640,Credit Card,No,No,0,80,11000,55,Month-to-month,No,None,Male,41
5641,Bank Transfer,No,No,0,150,8000,58,Month-to-month,No,None,Male,40
5642,Electronic Check,No,No,0,140,5000,9,Month-to-month,No,None,Male,24
5643,Bank Transfer,No,No,0,110,10000,26,Month-to-month,No,None,Female,46
5644,Credit Card,Yes,No,0,130,9000,50,Two years,Yes,None,Male,35
5645,Bank Transfer,Yes,No,0,90,6000,72,Two years,Yes,None,Male,30
5646,Credit Card,Yes,No,0,70,2000,43,One year,No,None,Male,47
5647,Bank Transfer,Yes,No,0,190,4000,56,Two years,Yes,None,Male,46
5648,Mailed Check,No,No,0,160,14000,1,Month-to-month,No,None,Male,36
5649,Bank Transfer,Yes,No,0,130,7000,72,Two years,Yes,None,Male,32
5650,Electronic Check,No,No,0,120,6000,36,Month-to-month,No,None,Male,23
5651,Bank Transfer,No,No,0,170,3000,5,Month-to-month,No,None,Male,31
5652,Credit Card,Yes,No,0,90,1000,44,One year,No,None,Female,39
5653,Electronic Check,Yes,No,0,120,3000,70,One year,No,None,Female,32
5654,Credit Card,Yes,No,0,110,1000,44,One year,No,None,Male,40
5655,Credit Card,Yes,No,0,80,5000,69,Two years,Yes,None,Male,45
5656,Bank Transfer,Yes,No,0,120,8000,68,One year,No,None,Male,30
5657,Credit Card,No,No,0,160,9000,16,Month-to-month,No,None,Female,24
5658,Bank Transfer,Yes,No,0,140,7000,68,Two years,Yes,None,Female,30
5659,Mailed Check,No,No,0,140,5000,4,Month-to-month,No,None,Male,31
5660,Credit Card,No,No,0,180,6000,26,Month-to-month,No,None,Female,27
5661,Credit Card,No,No,0,120,9000,5,Month-to-month,No,None,Male,29
5662,Bank Transfer,Yes,No,0,110,11000,70,One year,No,None,Female,29
5663,Bank Transfer,Yes,No,0,100,10000,24,One year,No,None,Female,30
5664,Bank Transfer,Yes,No,0,110,14000,72,Two years,Yes,None,Male,34
5665,Mailed Check,No,No,0,110,9000,1,Month-to-month,No,None,Male,33
5666,Bank Transfer,Yes,No,0,160,5000,70,One year,No,None,Male,49
5667,Bank Transfer,No,No,0,120,7000,36,Month-to-month,No,None,Female,33
5668,Bank Transfer,Yes,No,0,150,6000,41,One year,No,None,Female,38
5669,Electronic Check,No,No,0,140,7000,14,Month-to-month,No,None,Female,31
5670,Electronic Check,No,No,0,100,7000,13,Month-to-month,No,None,Female,29
5671,Mailed Check,No,No,0,100,5000,6,Month-to-month,No,None,Male,30
5672,Electronic Check,No,No,0,90,12000,15,Month-to-month,No,None,Female,32
5673,Credit Card,No,No,0,190,9000,47,Month-to-month,No,None,Male,38
5674,Mailed Check,No,No,0,160,9000,8,Month-to-month,No,None,Male,43
5675,Mailed Check,No,No,0,160,9000,17,Month-to-month,No,None,Male,42
5676,Mailed Check,No,No,0,160,3000,15,Month-to-month,No,None,Male,55
5677,Bank Transfer,Yes,No,0,170,2000,26,One year,No,None,Male,33
5678,Electronic Check,No,No,0,110,1000,23,Month-to-month,No,None,Male,41
5679,Electronic Check,No,No,0,160,8000,4,Month-to-month,No,None,Male,34
5680,Mailed Check,Yes,No,0,110,2000,29,One year,No,None,Male,53
5681,Mailed Check,No,No,0,100,5000,25,Month-to-month,No,None,Male,43
5682,Electronic Check,No,No,0,170,11000,3,Month-to-month,No,None,Female,34
5683,Bank Transfer,Yes,No,0,190,6000,69,Two years,Yes,None,Male,21
5684,Mailed Check,Yes,No,0,140,1000,14,One year,No,None,Female,38
5685,Mailed Check,No,No,0,180,12000,19,Month-to-month,No,None,Male,22
5686,Electronic Check,No,No,0,140,9000,39,Month-to-month,No,None,Female,31
5687,Electronic Check,No,No,0,110,4000,31,Month-to-month,No,None,Female,51
5688,Mailed Check,Yes,No,0,120,14000,24,One year,No,None,Female,37
5689,Bank Transfer,No,No,0,160,5000,14,Month-to-month,No,None,Female,46
5690,Mailed Check,Yes,No,0,80,5000,64,Two years,Yes,None,Male,36
5691,Mailed Check,Yes,No,0,100,9000,50,One year,No,None,Male,44
5692,Electronic Check,Yes,No,0,150,13000,52,One year,No,None,Male,37
5693,Electronic Check,Yes,No,0,190,4000,28,One year,No,None,Male,35
5694,Credit Card,Yes,No,0,110,2000,21,Two years,Yes,None,Male,33
5695,Mailed Check,Yes,No,0,80,4000,17,One year,No,None,Male,28
5696,Credit Card,Yes,No,0,90,11000,58,One year,No,None,Male,39
5697,Mailed Check,Yes,No,0,90,4000,51,Two years,Yes,None,Male,46
5698,Mailed Check,Yes,No,0,130,11000,72,Two years,Yes,None,Male,40
5699,Mailed Check,Yes,No,0,120,2000,27,Two years,Yes,None,Male,42
5700,Mailed Check,No,No,0,120,14000,3,Month-to-month,No,None,Female,35
5701,Mailed Check,Yes,No,0,160,3000,64,Two years,Yes,None,Male,38
5702,Credit Card,Yes,No,0,180,13000,45,Two years,Yes,None,Male,34
5703,Credit Card,Yes,No,0,100,13000,71,Two years,Yes,None,Male,37
5704,Credit Card,Yes,No,0,170,10000,58,Two years,Yes,None,Male,39
5705,Electronic Check,No,No,0,140,7000,34,Month-to-month,No,None,Male,43
5706,Mailed Check,No,No,0,80,1000,15,Month-to-month,No,None,Male,41
5707,Bank Transfer,Yes,No,0,170,9000,66,Two years,Yes,None,Male,41
5708,Credit Card,No,No,0,190,5000,12,Month-to-month,No,None,Male,30
5709,Bank Transfer,Yes,No,0,180,3000,58,Two years,Yes,None,Female,26
5710,Mailed Check,Yes,No,0,70,12000,3,Two years,Yes,None,Female,46
5711,Electronic Check,No,No,0,120,6000,9,Month-to-month,No,None,Female,40
5712,Mailed Check,Yes,No,0,180,9000,3,One year,No,None,Female,34
5713,Bank Transfer,Yes,No,0,140,11000,40,One year,No,None,Female,58
5714,Bank Transfer,Yes,No,0,170,14000,68,Two years,Yes,None,Male,35
5715,Mailed Check,Yes,No,0,150,2000,50,Two years,Yes,None,Male,47
5716,Electronic Check,No,No,0,130,7000,1,Month-to-month,No,None,Male,40
5717,Bank Transfer,Yes,No,0,180,3000,72,Two years,Yes,None,Female,54
5718,Bank Transfer,Yes,No,0,90,13000,40,One year,No,None,Female,31
5719,Bank Transfer,Yes,No,0,70,4000,72,Two years,Yes,None,Female,28
5720,Mailed Check,No,No,0,140,1000,6,Month-to-month,No,None,Female,38
5721,Credit Card,No,No,0,120,9000,5,Month-to-month,No,None,Female,26
5722,Credit Card,Yes,No,0,150,10000,48,One year,No,None,Female,58
5723,Mailed Check,Yes,No,0,170,1000,64,One year,No,None,Male,18
5724,Credit Card,Yes,No,0,150,9000,17,One year,No,None,Male,31
5725,Electronic Check,No,No,0,120,5000,40,Month-to-month,No,None,Female,29
5726,Credit Card,Yes,No,0,100,10000,41,One year,No,None,Male,45
5727,Bank Transfer,Yes,No,0,110,4000,51,One year,No,None,Male,36
5728,Electronic Check,No,No,0,130,9000,41,Month-to-month,No,None,Female,43
5729,Mailed Check,No,No,0,140,6000,2,Month-to-month,No,None,Female,27
5730,Credit Card,Yes,No,0,160,4000,68,One year,No,None,Male,29
5731,Mailed Check,Yes,No,0,70,2000,24,Two years,Yes,None,Female,32
5732,Credit Card,Yes,No,0,180,4000,70,Two years,Yes,None,Male,42
5733,Electronic Check,No,No,0,170,12000,3,Month-to-month,No,None,Male,47
5734,Bank Transfer,No,No,0,110,3000,2,Month-to-month,No,None,Male,46
5735,Credit Card,No,No,0,150,7000,3,Month-to-month,No,None,Female,28
5736,Electronic Check,No,No,0,180,3000,13,Month-to-month,No,None,Male,29
5737,Mailed Check,No,No,0,140,5000,7,Month-to-month,No,None,Male,42
5738,Mailed Check,No,No,0,110,12000,12,Month-to-month,No,None,Male,32
5739,Electronic Check,Yes,No,0,130,5000,53,One year,No,None,Male,46
5740,Mailed Check,Yes,No,0,170,4000,63,Two years,Yes,None,Male,27
5741,Mailed Check,No,No,0,100,14000,15,Month-to-month,No,None,Female,29
5742,Mailed Check,Yes,No,0,100,7000,36,One year,No,None,Female,43
5743,Electronic Check,No,No,0,120,11000,4,Month-to-month,No,None,Male,48
5744,Mailed Check,Yes,No,0,110,11000,24,Two years,Yes,None,Female,29
5745,Credit Card,Yes,No,0,100,13000,61,One year,No,None,Male,46
5746,Electronic Check,No,No,0,170,12000,16,Month-to-month,No,None,Male,27
5747,Credit Card,Yes,No,0,120,5000,65,Two years,Yes,None,Female,39
5748,Credit Card,Yes,No,0,160,10000,26,Two years,Yes,None,Female,55
5749,Mailed Check,No,No,0,120,5000,16,Month-to-month,No,None,Male,28
5750,Mailed Check,Yes,No,0,160,12000,5,Two years,Yes,None,Male,30
5751,Electronic Check,No,No,0,100,9000,19,Month-to-month,No,None,Female,22
5752,Credit Card,No,No,0,90,10000,10,Month-to-month,No,None,Male,36
5753,Bank Transfer,Yes,No,0,150,8000,72,Two years,Yes,None,Male,31
5754,Mailed Check,No,No,0,180,1000,10,Month-to-month,No,None,Female,34
5755,Mailed Check,Yes,No,0,120,8000,11,One year,No,None,Male,29
5756,Mailed Check,Yes,No,0,80,2000,17,One year,No,None,Male,37
5757,Credit Card,No,No,0,110,10000,36,Month-to-month,No,None,Male,35
5758,Electronic Check,No,No,0,70,1000,17,Month-to-month,No,None,Male,45
5759,Credit Card,Yes,No,0,80,1000,66,One year,No,None,Female,36
5760,Bank Transfer,Yes,No,0,180,2000,61,One year,No,None,Female,40
5761,Mailed Check,No,No,0,150,4000,22,Month-to-month,No,None,Male,26
5762,Electronic Check,No,No,0,120,1000,1,Month-to-month,No,None,Male,27
5763,Credit Card,Yes,No,0,190,11000,68,Two years,Yes,None,Female,48
5764,Bank Transfer,No,No,0,110,7000,52,Month-to-month,No,None,Female,44
5765,Electronic Check,No,No,0,100,12000,10,Month-to-month,No,None,Female,34
5766,Bank Transfer,Yes,No,0,100,2000,72,Two years,Yes,None,Male,56
5767,Mailed Check,Yes,No,0,140,11000,47,One year,No,None,Male,36
5768,Mailed Check,Yes,No,0,100,14000,24,One year,No,None,Male,41
5769,Credit Card,Yes,No,0,170,5000,65,One year,No,None,Male,42
5770,Mailed Check,No,No,0,110,13000,4,Month-to-month,No,None,Female,31
5771,Electronic Check,No,No,0,70,1000,34,Month-to-month,No,None,Male,34
5772,Mailed Check,Yes,No,0,150,7000,14,Two years,Yes,None,Female,31
5773,Mailed Check,Yes,No,0,160,9000,13,One year,No,None,Female,26
5774,Bank Transfer,Yes,No,0,140,11000,65,Two years,Yes,None,Female,45
5775,Credit Card,Yes,No,0,160,8000,23,One year,No,None,Male,33
5776,Electronic Check,Yes,No,0,120,11000,55,Two years,Yes,None,Male,28
5777,Electronic Check,Yes,No,0,90,10000,49,Two years,Yes,None,Male,29
5778,Bank Transfer,Yes,No,0,90,12000,60,One year,No,None,Male,39
5779,Credit Card,Yes,No,0,160,12000,69,One year,No,None,Male,27
5780,Electronic Check,No,No,0,180,2000,40,Month-to-month,No,None,Female,34
5781,Credit Card,Yes,No,0,150,6000,67,Two years,Yes,None,Male,28
5782,Mailed Check,Yes,No,0,160,13000,13,Two years,Yes,None,Male,47
5783,Bank Transfer,No,No,0,150,12000,41,Month-to-month,No,None,Female,56
5784,Mailed Check,No,No,0,100,4000,4,Month-to-month,No,None,Male,39
5785,Electronic Check,No,No,0,140,1000,24,Month-to-month,No,None,Female,38
5786,Credit Card,No,No,0,190,5000,5,Month-to-month,No,None,Male,58
5787,Electronic Check,No,No,0,90,10000,5,Month-to-month,No,None,Female,32
5788,Bank Transfer,Yes,No,0,190,13000,72,Two years,Yes,None,Female,38
5789,Credit Card,No,No,0,190,8000,24,Month-to-month,No,None,Female,49
5790,Credit Card,Yes,No,0,170,10000,42,Two years,Yes,None,Male,42
5791,Mailed Check,No,No,0,180,1000,4,Month-to-month,No,None,Male,27
5792,Credit Card,Yes,No,0,100,10000,68,One year,No,None,Male,35
5793,Mailed Check,Yes,No,0,120,7000,33,One year,No,None,Female,28
5794,Electronic Check,Yes,No,0,140,1000,69,Two years,Yes,None,Male,31
5795,Electronic Check,No,No,0,100,4000,38,Month-to-month,No,None,Male,36
5796,Electronic Check,No,No,0,130,14000,3,Month-to-month,No,None,Male,34
5797,Electronic Check,Yes,No,0,120,11000,48,Two years,Yes,None,Male,34
5798,Mailed Check,Yes,No,0,130,4000,15,Two years,Yes,None,Male,26
5799,Credit Card,Yes,No,0,100,14000,25,One year,No,None,Male,29
5800,Electronic Check,No,No,0,90,1000,48,Month-to-month,No,None,Male,32
5801,Mailed Check,No,No,0,170,5000,1,Month-to-month,No,None,Male,31
5802,Electronic Check,No,No,0,130,5000,1,Month-to-month,No,None,Female,28
5803,Electronic Check,Yes,No,0,70,11000,37,One year,No,None,Male,38
5804,Bank Transfer,Yes,No,0,190,2000,66,One year,No,None,Male,35
5805,Bank Transfer,Yes,No,0,170,6000,26,One year,No,None,Male,27
5806,Credit Card,Yes,No,0,140,8000,63,One year,No,None,Female,32
5807,Credit Card,No,No,0,100,13000,18,Month-to-month,No,None,Male,31
5808,Mailed Check,Yes,No,0,180,9000,64,Two years,Yes,None,Male,53
5809,Mailed Check,No,No,0,170,10000,28,Month-to-month,No,None,Male,54
5810,Electronic Check,No,No,0,170,14000,1,Month-to-month,No,None,Male,33
5811,Electronic Check,Yes,No,0,90,8000,66,One year,No,None,Female,43
5812,Electronic Check,No,No,0,100,10000,1,Month-to-month,No,None,Male,38
5813,Mailed Check,No,No,0,100,6000,18,Month-to-month,No,None,Male,55
5814,Bank Transfer,Yes,No,0,70,12000,12,Two years,Yes,None,Male,31
5815,Electronic Check,No,No,0,190,10000,12,Month-to-month,No,None,Male,39
5816,Mailed Check,Yes,No,0,160,11000,55,Two years,Yes,None,Female,42
5817,Electronic Check,No,No,0,160,1000,7,Month-to-month,No,None,Male,31
5818,Credit Card,Yes,No,0,80,1000,68,Two years,Yes,None,Male,54
5819,Mailed Check,No,No,0,70,6000,49,Month-to-month,No,None,Female,24
5820,Credit Card,Yes,No,0,150,2000,40,One year,No,None,Female,23
5821,Bank Transfer,Yes,No,0,190,12000,16,One year,No,None,Male,40
5822,Electronic Check,Yes,No,0,100,2000,72,One year,No,None,Male,40
5823,Electronic Check,No,No,0,140,10000,2,Month-to-month,No,None,Female,25
5824,Mailed Check,Yes,No,0,140,10000,23,Two years,Yes,None,Female,30
5825,Electronic Check,Yes,No,0,180,11000,71,One year,No,None,Female,25
5826,Credit Card,No,No,0,70,8000,12,Month-to-month,No,None,Male,47
5827,Bank Transfer,Yes,No,0,180,12000,54,One year,No,None,Male,33
5828,Credit Card,Yes,No,0,150,14000,68,Two years,Yes,None,Male,38
5829,Mailed Check,No,No,0,150,6000,27,Month-to-month,No,None,Male,31
5830,Mailed Check,No,No,0,70,1000,21,Month-to-month,No,None,Male,38
5831,Credit Card,No,No,0,180,10000,64,Month-to-month,No,None,Male,42
5832,Bank Transfer,Yes,No,0,190,2000,57,Two years,Yes,None,Male,41
5833,Mailed Check,Yes,No,0,190,3000,19,Two years,Yes,None,Male,47
5834,Electronic Check,Yes,No,0,110,12000,31,One year,No,None,Male,35
5835,Mailed Check,Yes,No,0,180,10000,52,Two years,Yes,None,Female,22
5836,Electronic Check,Yes,No,0,180,12000,46,One year,No,None,Male,35
5837,Electronic Check,No,No,0,110,11000,11,Month-to-month,No,None,Male,33
5838,Bank Transfer,No,No,0,110,8000,53,Month-to-month,No,None,Male,32
5839,Bank Transfer,No,No,0,110,12000,57,Month-to-month,No,None,Female,40
5840,Bank Transfer,Yes,No,0,140,10000,71,Two years,Yes,None,Female,32
5841,Mailed Check,No,No,0,190,14000,1,Month-to-month,No,None,Male,39
5842,Credit Card,Yes,No,0,100,5000,68,Two years,Yes,None,Male,38
5843,Mailed Check,Yes,No,0,70,7000,72,Two years,Yes,None,Male,32
5844,Mailed Check,No,No,0,130,14000,2,Month-to-month,No,None,Female,37
5845,Bank Transfer,Yes,No,0,130,14000,41,One year,No,None,Female,25
5846,Credit Card,Yes,No,0,160,5000,72,Two years,Yes,None,Female,52
5847,Electronic Check,Yes,No,0,120,2000,58,One year,No,None,Female,44
5848,Mailed Check,No,No,0,190,9000,7,Month-to-month,No,None,Male,21
5849,Mailed Check,No,No,0,80,14000,65,Month-to-month,No,None,Male,39
5850,Mailed Check,No,No,0,130,11000,1,Month-to-month,No,None,Male,23
5851,Credit Card,Yes,No,0,100,7000,56,One year,No,None,Male,36
5852,Mailed Check,No,No,0,90,6000,4,Month-to-month,No,None,Male,36
5853,Mailed Check,Yes,No,0,160,2000,58,One year,No,None,Female,56
5854,Bank Transfer,Yes,No,0,90,2000,62,Two years,Yes,None,Female,29
5855,Electronic Check,Yes,No,0,170,11000,26,One year,No,None,Male,42
5856,Bank Transfer,No,No,0,90,1000,62,Month-to-month,No,None,Male,56
5857,Credit Card,Yes,No,0,80,2000,58,One year,No,None,Male,41
5858,Electronic Check,Yes,No,0,100,5000,68,Two years,Yes,None,Male,34
5859,Credit Card,Yes,No,0,80,9000,61,One year,No,None,Female,36
5860,Credit Card,Yes,No,0,90,14000,42,Two years,Yes,None,Female,41
5861,Bank Transfer,No,No,0,70,12000,18,Month-to-month,No,None,Male,32
5862,Bank Transfer,Yes,No,0,80,5000,56,Two years,Yes,None,Male,35
5863,Credit Card,No,No,0,180,1000,4,Month-to-month,No,None,Male,38
5864,Credit Card,Yes,No,0,150,6000,35,One year,No,None,Female,50
5865,Bank Transfer,No,No,0,90,9000,64,Month-to-month,No,None,Female,36
5866,Mailed Check,Yes,No,0,130,1000,31,One year,No,None,Male,45
5867,Bank Transfer,Yes,No,0,190,12000,67,Two years,Yes,None,Female,40
5868,Electronic Check,Yes,No,0,120,8000,70,Two years,Yes,None,Female,35
5869,Mailed Check,Yes,No,0,150,3000,2,Two years,Yes,None,Male,40
5870,Credit Card,No,No,0,180,10000,29,Month-to-month,No,None,Male,35
5871,Mailed Check,Yes,No,0,190,7000,47,Two years,Yes,None,Female,29
5872,Mailed Check,No,No,0,150,12000,12,Month-to-month,No,None,Female,29
5873,Bank Transfer,No,No,0,80,2000,8,Month-to-month,No,None,Male,50
5874,Electronic Check,No,No,0,140,7000,54,Month-to-month,No,None,Female,39
5875,Mailed Check,Yes,No,0,70,13000,69,Two years,Yes,None,Male,31
5876,Bank Transfer,No,No,0,170,3000,26,Month-to-month,No,None,Female,26
5877,Bank Transfer,Yes,No,0,170,4000,72,Two years,Yes,None,Male,36
5878,Bank Transfer,Yes,No,0,90,11000,70,Two years,Yes,None,Female,39
5879,Bank Transfer,Yes,No,0,130,9000,28,One year,No,None,Male,27
5880,Electronic Check,No,No,0,190,12000,21,Month-to-month,No,None,Male,49
5881,Bank Transfer,Yes,No,0,80,13000,53,One year,No,None,Male,34
5882,Electronic Check,Yes,No,0,160,8000,53,One year,No,None,Male,41
5883,Credit Card,Yes,No,0,110,14000,70,Two years,Yes,None,Male,49
5884,Electronic Check,Yes,No,0,120,6000,61,One year,No,None,Gender,37
5885,Mailed Check,Yes,No,0,90,3000,11,One year,No,None,Female,33
5886,Credit Card,No,No,0,90,1000,2,Month-to-month,No,None,Male,27
5887,Bank Transfer,Yes,No,0,180,13000,25,One year,No,None,Male,32
5888,Credit Card,Yes,No,0,100,12000,41,One year,No,None,Female,59
5889,Credit Card,Yes,No,0,70,13000,71,Two years,Yes,None,Male,30
5890,Mailed Check,Yes,No,0,160,7000,34,One year,No,None,Male,38
5891,Credit Card,No,No,0,180,4000,29,Month-to-month,No,None,Female,36
5892,Mailed Check,Yes,No,0,110,4000,36,One year,No,None,Male,35
5893,Electronic Check,Yes,No,0,150,4000,46,One year,No,None,Male,29
5894,Electronic Check,Yes,No,0,110,14000,58,One year,No,None,Male,31
5895,Credit Card,Yes,No,0,170,9000,39,One year,No,None,Male,34
5896,Credit Card,Yes,No,0,100,13000,52,One year,No,None,Female,28
5897,Electronic Check,Yes,No,0,170,1000,70,One year,No,None,Male,29
5898,Bank Transfer,Yes,No,0,70,9000,65,One year,No,None,Male,32
5899,Mailed Check,No,No,0,170,8000,1,Month-to-month,No,None,Male,22
5900,Electronic Check,Yes,No,0,120,1000,70,One year,No,None,Female,53
5901,Mailed Check,No,No,0,90,12000,29,Month-to-month,No,None,Male,38
5902,Mailed Check,Yes,No,0,190,3000,67,Two years,Yes,None,Male,24
5903,Mailed Check,No,No,0,150,6000,1,Month-to-month,No,None,Female,36
5904,Mailed Check,Yes,No,0,170,11000,30,Two years,Yes,None,Male,34
5905,Credit Card,No,No,0,190,7000,48,Month-to-month,No,None,Female,21
5906,Electronic Check,No,No,0,120,8000,55,Month-to-month,No,None,Male,34
5907,Electronic Check,No,No,0,140,7000,37,Month-to-month,No,None,Female,53
5908,Bank Transfer,No,No,0,170,4000,31,Month-to-month,No,None,Male,32
5909,Electronic Check,No,No,0,180,7000,4,Month-to-month,No,None,Male,42
5910,Credit Card,Yes,No,0,180,13000,72,Two years,Yes,None,Female,44
5911,Mailed Check,No,No,0,130,9000,1,Month-to-month,No,None,Female,46
5912,Electronic Check,No,No,0,110,1000,15,Month-to-month,No,None,Male,33
5913,Credit Card,No,No,0,90,8000,8,Month-to-month,No,None,Female,44
5914,Mailed Check,Yes,No,0,180,10000,35,One year,No,None,Female,30
5915,Electronic Check,No,No,0,90,3000,56,Month-to-month,No,None,Male,39
5916,Electronic Check,No,No,0,180,13000,65,Month-to-month,No,None,Male,24
5917,Mailed Check,Yes,No,0,190,10000,2,One year,No,None,Male,43
5918,Electronic Check,Yes,No,0,140,7000,65,One year,No,None,Male,50
5919,Electronic Check,No,No,0,120,8000,18,Month-to-month,No,None,Male,35
5920,Electronic Check,Yes,No,0,150,9000,23,One year,No,None,Female,36
5921,Credit Card,Yes,No,0,140,1000,70,Two years,Yes,None,Male,33
5922,Electronic Check,No,No,0,170,13000,4,Month-to-month,No,None,Female,35
5923,Bank Transfer,No,No,0,70,2000,19,Month-to-month,No,None,Female,27
5924,Electronic Check,No,No,0,140,14000,18,Month-to-month,No,None,Female,26
5925,Electronic Check,No,No,0,140,12000,38,Month-to-month,No,None,Male,27
5926,Bank Transfer,Yes,No,0,70,8000,47,One year,No,None,Female,30
5927,Bank Transfer,Yes,No,0,180,9000,52,Two years,Yes,None,Male,41
5928,Mailed Check,No,No,0,150,4000,9,Month-to-month,No,None,Male,34
5929,Credit Card,Yes,No,0,180,12000,26,One year,No,None,Female,37
5930,Electronic Check,Yes,No,0,90,11000,44,One year,No,None,Female,46
5931,Mailed Check,No,No,0,160,13000,3,Month-to-month,No,None,Male,35
5932,Bank Transfer,No,No,0,110,1000,2,Month-to-month,No,None,Male,48
5933,Bank Transfer,No,No,0,150,7000,25,Month-to-month,No,None,Male,28
5934,Electronic Check,No,No,0,120,2000,2,Month-to-month,No,None,Male,44
5935,Electronic Check,Yes,No,0,80,9000,58,One year,No,None,Male,35
5936,Mailed Check,Yes,No,0,140,3000,59,Two years,Yes,None,Male,26
5937,Electronic Check,Yes,No,0,160,3000,44,One year,No,None,Female,33
5938,Electronic Check,Yes,No,0,100,8000,66,One year,No,None,Male,35
5939,Bank Transfer,Yes,No,0,150,2000,68,Two years,Yes,None,Female,35
5940,Electronic Check,No,No,0,160,7000,9,Month-to-month,No,None,Female,31
5941,Electronic Check,No,No,0,100,13000,19,Month-to-month,No,None,Male,37
5942,Mailed Check,No,No,0,120,1000,4,Month-to-month,No,None,Female,32
5943,Bank Transfer,Yes,No,0,160,8000,70,Two years,Yes,None,Male,38
5944,Mailed Check,No,No,0,90,8000,1,Month-to-month,No,None,Male,50
5945,Electronic Check,No,No,0,80,11000,8,Month-to-month,No,None,Male,59
5946,Mailed Check,Yes,No,0,70,5000,53,Two years,Yes,None,Female,36
5947,Bank Transfer,Yes,No,0,90,13000,51,One year,No,None,Female,55
5948,Bank Transfer,No,No,0,110,9000,11,Month-to-month,No,None,Female,36
5949,Electronic Check,Yes,No,0,90,6000,60,Two years,Yes,None,Female,45
5950,Credit Card,No,No,0,90,5000,17,Month-to-month,No,None,Female,35
5951,Mailed Check,No,No,0,180,6000,1,Month-to-month,No,None,Male,36
5952,Electronic Check,No,No,0,150,4000,43,Month-to-month,No,None,Male,59
5953,Mailed Check,No,No,0,140,13000,16,Month-to-month,No,None,Male,29
5954,Electronic Check,Yes,No,0,190,5000,57,One year,No,None,Male,31
5955,Credit Card,Yes,No,0,160,11000,37,One year,No,None,Female,32
5956,Credit Card,Yes,No,0,190,1000,72,Two years,Yes,None,Male,36
5957,Electronic Check,No,No,0,160,7000,2,Month-to-month,No,None,Male,31
5958,Mailed Check,No,No,0,100,10000,17,Month-to-month,No,None,Male,35
5959,Credit Card,Yes,No,0,140,8000,16,One year,No,None,Female,45
5960,Mailed Check,Yes,No,0,70,9000,10,One year,No,None,Female,37
5961,Credit Card,Yes,No,0,170,1000,64,Two years,Yes,None,Male,46
5962,Mailed Check,No,No,0,80,9000,1,Month-to-month,No,None,Male,30
5963,Mailed Check,Yes,No,0,150,9000,25,One year,No,None,Male,35
5964,Credit Card,Yes,No,0,160,4000,71,Two years,Yes,None,Male,55
5965,Bank Transfer,Yes,No,0,70,12000,72,Two years,Yes,None,Male,38
5966,Bank Transfer,No,No,0,160,7000,49,Month-to-month,No,None,Male,34
5967,Credit Card,Yes,No,0,100,1000,29,One year,No,None,Male,56
