PaperlessBilling,MultipleLines,Set,gender,InternetService,SeniorCitizen,MonthlyCharges,TotalCharges,tenure,Churn,Contract,customerID,Dependents,DeviceProtection,OnlineBackup,OnlineSecurity,Partner,PaymentMethod,PhoneService,StreamingMovies,StreamingTV,TechSupport
No,Yes,Train,Female,DSL,0,65.30,4759.75,70,Yes,Two year,3512-IZIKN,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,No,Yes
Yes,Yes,Train,Female,No,0,25.00,1498.35,61,No,Two year,2481-SBOYW,Yes,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,No,Train,Male,DSL,0,45.45,1233.15,26,No,Month-to-month,7109-MFBYV,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,107.75,4882.80,45,No,Month-to-month,1833-TCXKK,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,No
Yes,Yes,Train,Male,Fiber optic,0,89.10,5411.65,62,No,Two year,1832-PEUTS,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,No,Yes,No
No,No,Train,Male,No,0,19.65,19.65,1,Yes,Month-to-month,6141-OOXUQ,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Test,Female,DSL,0,44.75,148.05,3,No,Month-to-month,8660-BUETV,No,No,No,No,No,Mailed check,Yes,No,No,No
Yes,Yes,Test,Female,Fiber optic,0,101.60,3930.55,41,No,One year,0580-PIQHM,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,No,No
No,No,Train,Male,Fiber optic,0,103.15,6895.50,67,No,Two year,5696-CEIQJ,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Train,Male,Fiber optic,0,84.65,84.65,1,Yes,Month-to-month,7503-ZGUZJ,No,No,No,No,No,Mailed check,Yes,No,Yes,No
No,Yes,Test,Female,Fiber optic,0,95.65,6856.95,71,No,One year,1696-HXOWK,No,No,Yes,Yes,Yes,Mailed check,Yes,No,Yes,No
No,No,Train,Female,DSL,0,75.10,2658.80,37,No,One year,3026-ATZYV,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,No
Yes,No,Train,Male,DSL,0,61.35,3766.20,60,No,Two year,4012-YCFAI,No,No,Yes,Yes,Yes,Mailed check,Yes,No,No,Yes
Yes,No,Train,Female,Fiber optic,1,69.55,69.55,1,Yes,Month-to-month,2506-TNFCO,No,No,No,No,Yes,Electronic check,Yes,No,No,No
No,No,Train,Female,No,0,19.70,129.55,6,No,Month-to-month,9970-QBCDA,No,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,No phone service,Train,Female,DSL,0,31.05,347.25,13,Yes,Month-to-month,8718-PTMEZ,No,No,Yes,No,No,Electronic check,No,No,No,No
No,No,Train,Female,DSL,0,51.00,581.70,11,No,Month-to-month,9496-IVVRP,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No
Yes,No,Train,Male,DSL,0,51.00,354.05,7,Yes,Month-to-month,2207-OBZNX,No,No,No,Yes,No,Mailed check,Yes,No,No,No
Yes,No,Test,Female,Fiber optic,0,88.85,929.45,10,No,Month-to-month,2657-VPXTA,Yes,No,No,No,Yes,Electronic check,Yes,Yes,Yes,No
No,No,Train,Male,No,0,20.05,679.00,34,No,Two year,6551-VLJMV,No,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,DSL,0,65.10,3846.75,62,No,Two year,1221-GHZEP,No,No,No,Yes,No,Mailed check,Yes,Yes,No,Yes
Yes,Yes,Test,Male,DSL,0,70.15,4480.70,64,No,One year,9289-LBQVU,No,No,Yes,No,Yes,Mailed check,Yes,Yes,No,Yes
Yes,No,Train,Female,DSL,0,44.35,44.35,1,Yes,Month-to-month,6142-VSJQO,Yes,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,No
Yes,No,Train,Male,No,0,20.75,499.40,25,No,Two year,3458-IDMFK,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,DSL,0,56.05,1553.20,26,No,One year,6933-FHBZC,No,Yes,Yes,No,No,Mailed check,Yes,No,No,No
Yes,No,Train,Male,No,0,19.95,219.50,10,No,One year,0221-NAUXK,Yes,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,Yes,Train,Female,Fiber optic,0,98.60,5311.85,53,No,One year,9770-KXGQU,No,Yes,Yes,Yes,No,Mailed check,Yes,No,Yes,No
Yes,No,Train,Female,Fiber optic,0,79.70,586.05,7,Yes,Month-to-month,6437-UKHMV,No,No,No,No,No,Electronic check,Yes,No,Yes,No
Yes,No,Test,Male,Fiber optic,0,79.00,2576.80,33,No,Month-to-month,6538-POCHL,No,Yes,Yes,No,No,Credit card (automatic),Yes,No,No,No
No,No,Train,Female,Fiber optic,1,89.45,6435.25,71,No,Two year,6726-NNFWD,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,Yes,No,No
Yes,Yes,Test,Female,Fiber optic,0,74.20,1993.25,29,No,Month-to-month,3002-WQZWT,No,No,No,No,No,Electronic check,Yes,No,No,No
No,Yes,Test,Male,DSL,0,81.00,1923.85,24,No,Month-to-month,4277-UDIEF,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,No,Train,Male,DSL,0,49.60,939.80,20,No,Month-to-month,1208-NBVFH,Yes,Yes,No,No,Yes,Electronic check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,84.60,84.60,1,No,Month-to-month,4912-PIGUY,No,No,No,No,No,Electronic check,Yes,No,Yes,No
Yes,Yes,Train,Male,DSL,0,55.00,3092.65,54,Yes,Month-to-month,1114-CENIM,Yes,No,Yes,No,No,Credit card (automatic),Yes,No,No,No
Yes,No,Train,Female,Fiber optic,1,84.85,415.55,5,Yes,Month-to-month,6060-DRTNL,No,Yes,No,No,No,Mailed check,Yes,No,Yes,No
Yes,Yes,Train,Female,DSL,0,84.20,5986.55,72,No,Two year,2725-TTRIQ,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,No,Test,Male,Fiber optic,0,106.30,5487.00,52,No,Two year,3374-TTZTK,No,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes
No,No,Test,Female,Fiber optic,0,69.05,651.50,9,No,Month-to-month,8990-ZXLSU,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,No,Train,Female,DSL,0,45.40,45.40,1,No,Month-to-month,2275-RBYQS,No,No,No,No,No,Mailed check,Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,1,73.65,73.65,1,Yes,Month-to-month,8473-VUVJN,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,No,Train,Male,DSL,0,73.90,2405.05,33,Yes,One year,6289-CPNLD,Yes,Yes,No,No,Yes,Mailed check,Yes,Yes,Yes,Yes
Yes,Yes,Test,Female,Fiber optic,0,77.75,4458.15,55,Yes,Month-to-month,5536-SLHPM,No,Yes,No,No,Yes,Electronic check,Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,99.35,6856.45,69,No,Two year,4419-UJMUS,Yes,No,No,No,Yes,Electronic check,Yes,Yes,Yes,Yes
Yes,No,Train,Male,DSL,0,50.75,50.75,1,No,Month-to-month,7794-JASDG,No,No,No,Yes,No,Mailed check,Yes,No,No,No
No,Yes,Train,Male,DSL,0,87.10,4735.20,54,No,Two year,7609-YBPXG,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,No,Train,Male,No,0,20.15,682.15,33,No,One year,5519-TEEUH,Yes,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Male,Fiber optic,1,98.70,4525.80,45,No,One year,7856-GANIL,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,Yes,Yes
No,No phone service,Train,Female,DSL,0,25.20,321.05,11,No,Month-to-month,0804-XBFBV,Yes,No,No,No,No,Electronic check,No,No,No,No
Yes,No,Train,Male,DSL,0,55.70,335.65,6,No,Month-to-month,2676-OXPPQ,No,No,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,No
No,No,Train,Male,DSL,0,65.35,1424.40,21,No,Month-to-month,3703-TTEPD,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,No
Yes,Yes,Train,Female,No,0,25.30,1748.55,65,No,Two year,2799-TSLAG,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,1,84.35,474.90,6,Yes,Month-to-month,0196-VULGZ,No,No,No,No,Yes,Electronic check,Yes,Yes,No,No
No,No,Train,Female,Fiber optic,0,84.95,668.40,8,Yes,Month-to-month,8837-VVWLQ,No,No,No,Yes,No,Electronic check,Yes,No,Yes,No
Yes,No,Test,Male,Fiber optic,0,73.85,926.25,11,Yes,Month-to-month,2696-NARTR,No,No,No,No,No,Electronic check,Yes,No,No,Yes
No,Yes,Train,Male,No,0,24.25,1077.95,43,No,Two year,2208-NKVVH,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No phone service,Train,Male,DSL,0,51.80,2541.25,49,Yes,One year,7614-QVWQL,Yes,No,Yes,No,Yes,Bank transfer (automatic),No,Yes,Yes,No
No,No,Train,Female,DSL,1,46.00,46.00,1,Yes,Month-to-month,1976-CFOCS,No,No,No,No,Yes,Electronic check,Yes,No,No,No
Yes,No,Train,Male,Fiber optic,1,79.40,1156.10,15,Yes,Month-to-month,4631-OACRM,No,No,No,No,No,Electronic check,Yes,Yes,No,No
No,No,Train,Male,DSL,0,60.50,3694.45,60,No,Two year,7139-JZFVG,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,No
No,No phone service,Test,Male,DSL,0,25.10,382.80,17,No,Month-to-month,4987-GQWPO,No,No,No,No,No,Credit card (automatic),No,No,No,No
Yes,No,Test,Male,Fiber optic,1,71.80,1167.80,16,Yes,Month-to-month,3755-JBMNH,No,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,No
No,No,Test,Male,No,0,20.05,746.75,35,No,One year,1757-TCATG,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,Yes,Test,Male,Fiber optic,1,88.40,3912.90,44,Yes,One year,6345-ULYRW,No,No,Yes,No,Yes,Mailed check,Yes,Yes,No,No
No,No phone service,Train,Female,DSL,0,30.25,368.85,12,No,One year,4776-XSKYQ,Yes,No,No,No,Yes,Credit card (automatic),No,No,No,Yes
No,No,Train,Male,No,0,20.20,20.20,1,No,Month-to-month,8048-DSDFQ,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,DSL,0,59.90,1654.70,28,No,One year,5753-QQWPW,No,No,Yes,Yes,No,Electronic check,Yes,No,No,Yes
No,Yes,Train,Male,No,0,25.15,1940.85,70,No,Two year,6010-DDPPW,No,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,No,Train,Female,DSL,0,46.00,221.70,5,Yes,Month-to-month,1809-DMJHQ,Yes,No,No,No,No,Mailed check,Yes,No,No,No
No,No,Test,Male,Fiber optic,0,101.30,1794.65,18,No,Month-to-month,6693-FRIRW,No,Yes,Yes,No,No,Credit card (automatic),Yes,Yes,Yes,No
Yes,Yes,Train,Male,DSL,0,76.95,5289.80,70,No,Two year,6586-MYGKD,No,No,No,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Train,Female,DSL,0,55.30,501.20,9,No,Month-to-month,3173-NVMPX,Yes,No,Yes,No,Yes,Mailed check,Yes,No,No,No
Yes,No,Train,Female,Fiber optic,1,92.45,6140.85,67,No,Two year,0248-PGHBZ,No,No,Yes,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes
Yes,No,Test,Female,DSL,0,48.45,48.45,1,No,Month-to-month,0623-GDISB,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No
No,No,Train,Female,No,0,19.35,309.25,18,No,Two year,2892-GESUL,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,Yes,Train,Male,DSL,0,51.75,201.10,4,Yes,Month-to-month,6923-EFPNL,No,No,No,No,No,Credit card (automatic),Yes,No,No,No
Yes,No,Test,Male,Fiber optic,1,86.70,6179.35,71,No,One year,7472-EQOAV,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,94.40,2838.70,30,Yes,Month-to-month,9574-RKJIF,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No
No,No,Train,Male,DSL,0,55.70,55.70,1,No,Month-to-month,2043-WVTQJ,No,Yes,No,Yes,Yes,Mailed check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,84.25,4589.85,55,No,One year,8034-RYTVV,No,Yes,No,Yes,No,Credit card (automatic),Yes,No,No,No
Yes,No,Train,Male,DSL,0,64.65,3735.45,59,No,Month-to-month,3863-QSTYI,No,Yes,No,No,No,Electronic check,Yes,No,Yes,Yes
Yes,No,Test,Female,Fiber optic,0,70.15,70.15,1,Yes,Month-to-month,2619-WFQWU,No,No,No,No,No,Mailed check,Yes,No,No,No
Yes,No,Train,Female,Fiber optic,0,69.20,477.55,7,No,Month-to-month,5044-LRQAQ,No,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,No
No,No,Train,Male,DSL,0,54.65,2553.70,45,No,Two year,1716-LSAMB,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes
Yes,Yes,Test,Female,No,0,24.75,1342.15,54,No,One year,1333-PBMXB,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Test,Male,No,0,23.95,1216.35,51,No,One year,6546-OPBBH,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,Yes,Train,Female,Fiber optic,1,105.00,7578.05,72,No,One year,5985-BEHZK,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,Yes,Yes,No
Yes,No,Train,Male,DSL,0,59.85,2603.95,44,No,One year,9127-QRZMH,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes
No,No,Train,Male,No,0,20.05,42.70,2,No,Month-to-month,5919-VCZYM,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,0,92.15,6056.90,66,No,One year,9644-KVCNC,No,Yes,No,No,No,Bank transfer (automatic),Yes,No,Yes,No
No,No phone service,Test,Male,DSL,0,44.80,2983.65,68,No,One year,2137-DQMEV,Yes,No,Yes,Yes,Yes,Mailed check,No,No,Yes,No
No,No,Train,Female,No,0,20.90,689.35,31,No,Two year,8174-LNWMW,No,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,1,95.40,2025.10,21,No,Month-to-month,9279-CJEOJ,No,No,No,No,No,Bank transfer (automatic),Yes,Yes,Yes,No
No,Yes,Train,Male,Fiber optic,0,80.35,1747.20,21,No,Month-to-month,7964-VEXDG,Yes,No,No,Yes,No,Electronic check,Yes,No,No,No
Yes,Yes,Train,Female,DSL,0,85.10,4657.95,55,No,Two year,2404-JIBFC,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,No phone service,Test,Male,DSL,0,34.70,296.10,9,Yes,Month-to-month,0778-NELLA,No,No,No,No,No,Credit card (automatic),No,No,Yes,No
Yes,Yes,Train,Male,Fiber optic,1,115.05,8016.60,71,No,Two year,8029-XYPWT,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,No,Train,Female,Fiber optic,0,81.10,81.10,1,Yes,Month-to-month,4614-NUVZD,No,No,No,No,No,Electronic check,Yes,Yes,No,No
No,No,Train,Male,No,0,19.95,433.50,22,No,One year,4632-PAOYU,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Test,Female,No,0,20.55,20.55,1,Yes,Month-to-month,3803-KMQFW,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Test,Female,Fiber optic,0,106.60,6428.40,61,Yes,Two year,6804-GDMOI,No,Yes,No,No,No,Electronic check,Yes,Yes,Yes,Yes
No,Yes,Test,Female,DSL,0,86.15,5883.85,67,No,Two year,2990-OGYTD,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,No,Train,Female,Fiber optic,1,78.85,1043.80,14,No,Month-to-month,6646-JPPHA,No,No,Yes,Yes,No,Electronic check,Yes,No,No,No
Yes,Yes,Test,Male,Fiber optic,0,106.75,6252.90,59,Yes,Month-to-month,9572-MTILT,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes
No,No,Train,Male,Fiber optic,1,86.55,1857.25,21,No,Month-to-month,7658-UYUQS,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,No,Yes,No
No,No phone service,Test,Male,DSL,0,42.40,146.40,4,No,Month-to-month,7880-XSOJX,No,No,Yes,Yes,No,Mailed check,No,No,No,Yes
Yes,No,Train,Female,Fiber optic,0,89.45,240.45,3,Yes,Month-to-month,9611-CTWIH,No,No,No,No,No,Electronic check,Yes,Yes,Yes,No
No,Yes,Train,Male,No,0,24.25,1724.15,70,No,Two year,4589-IUAJB,No,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Test,Female,Fiber optic,0,97.90,315.30,3,Yes,Month-to-month,0329-GTIAJ,No,No,Yes,No,No,Electronic check,Yes,Yes,Yes,Yes
No,No,Train,Male,No,1,20.50,429.55,21,No,One year,8746-BFOAJ,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,No,0,19.60,356.15,20,No,Month-to-month,8457-XIGKN,No,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,No,Train,Male,No,0,20.25,488.25,22,No,One year,6072-NUQCB,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,DSL,0,55.70,55.70,1,Yes,Month-to-month,6629-CZTTH,No,No,No,No,No,Mailed check,Yes,Yes,No,No
Yes,No,Test,Female,No,0,20.60,1298.70,63,No,Two year,8838-GPHZP,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Test,Female,No,0,19.80,1378.75,70,No,Two year,8750-QWZAJ,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,Fiber optic,0,79.80,973.45,13,Yes,Month-to-month,5364-EVNIB,No,Yes,Yes,No,No,Electronic check,Yes,No,No,No
No,No,Test,Female,Fiber optic,0,80.20,384.25,5,No,Month-to-month,6918-UMQCG,No,No,No,No,No,Electronic check,Yes,No,Yes,No
Yes,Yes,Train,Female,Fiber optic,0,116.40,8543.25,72,No,Two year,0675-NCDYU,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,No phone service,Test,Female,DSL,0,31.65,389.95,13,No,Month-to-month,6339-DKLMK,No,No,Yes,No,No,Electronic check,No,No,No,No
No,No,Train,Male,Fiber optic,0,94.15,5731.85,61,No,Month-to-month,1346-PJWTK,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,Yes,No,Yes
No,No,Train,Male,No,0,20.65,20.65,1,No,Month-to-month,5088-QZLRL,No,No internet service,No internet service,No internet service,No,Electronic check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,Fiber optic,1,76.85,4275.75,56,No,Month-to-month,8023-QHAIO,No,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,Yes
No,No,Test,Female,No,0,20.15,84.50,4,No,Month-to-month,4397-FRLTA,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,Yes,Train,Male,DSL,0,55.25,1924.10,35,No,Two year,3057-VJJQE,No,No,No,Yes,No,Mailed check,Yes,No,No,No
Yes,No phone service,Test,Female,DSL,0,39.05,669.85,18,Yes,Month-to-month,5087-SUURX,No,Yes,No,No,Yes,Electronic check,No,No,Yes,No
No,Yes,Train,Male,DSL,0,82.15,5784.30,72,No,Two year,2302-OUZXB,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,No
No,Yes,Test,Female,Fiber optic,1,103.00,5166.20,49,No,One year,8133-ANHHJ,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,Yes,No,Yes
Yes,Yes,Train,Female,Fiber optic,0,95.10,4060.55,44,No,Month-to-month,2270-CHBFN,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,Yes
Yes,No,Train,Female,Fiber optic,1,83.90,267.40,3,Yes,Month-to-month,0013-EXCHZ,No,No,No,No,Yes,Mailed check,Yes,No,Yes,Yes
Yes,Yes,Train,Female,Fiber optic,0,95.15,3532.85,37,No,Month-to-month,5982-FPVQN,Yes,Yes,Yes,No,Yes,Electronic check,Yes,Yes,No,No
Yes,Yes,Train,Male,DSL,0,79.80,4914.80,61,No,One year,9107-UKCKY,No,Yes,Yes,No,Yes,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Train,Male,DSL,0,74.80,5315.80,70,No,Two year,4654-ULTTN,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,Yes,No,Yes
Yes,No,Train,Female,Fiber optic,1,69.85,69.85,1,Yes,Month-to-month,5550-VFRLC,No,No,No,No,No,Electronic check,Yes,No,No,No
No,No,Train,Female,No,0,20.45,775.60,41,No,Month-to-month,5546-BYZSM,No,No internet service,No internet service,No internet service,No,Electronic check,Yes,No internet service,No internet service,No internet service
No,Yes,Test,Male,DSL,0,78.35,5445.95,70,No,One year,1492-KGETH,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,No,Yes
Yes,No,Train,Female,DSL,0,53.55,53.55,1,Yes,Month-to-month,4929-BSTRX,No,No,No,No,No,Mailed check,Yes,No,Yes,No
No,No,Train,Male,No,0,19.10,1007.80,51,No,One year,4163-HFTUK,No,No internet service,No internet service,No internet service,No,Electronic check,Yes,No internet service,No internet service,No internet service
No,No,Train,Female,No,0,20.00,833.55,42,No,Two year,8215-NGSPE,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,Yes,Test,Female,Fiber optic,0,93.90,6579.05,70,Yes,Two year,2225-ZRGSG,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes
No,No,Train,Male,No,0,19.95,1004.50,48,No,One year,8859-YSTWS,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Male,Fiber optic,0,113.15,7856.00,68,Yes,Two year,5271-YNWVR,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes
No,Yes,Train,Female,No,0,24.00,1183.05,48,No,Two year,7601-DHFWZ,No,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,No,Train,Female,Fiber optic,1,84.95,2169.75,26,Yes,Month-to-month,2657-ALMWY,No,No,Yes,No,Yes,Electronic check,Yes,Yes,No,No
Yes,Yes,Train,Male,Fiber optic,0,80.50,896.90,11,Yes,Month-to-month,6330-JKLPC,No,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No
Yes,No,Train,Male,No,0,19.30,19.30,1,Yes,Month-to-month,4667-OHGKG,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Female,No,0,19.15,501.35,27,No,One year,1998-VHJHK,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Test,Female,Fiber optic,1,91.30,4126.35,46,No,One year,1707-HABPF,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,No,Yes,No
Yes,No,Train,Male,DSL,0,49.65,49.65,1,Yes,Month-to-month,1660-HSOOQ,No,Yes,No,No,No,Mailed check,Yes,No,No,No
No,No,Train,Female,DSL,0,54.35,2460.15,46,Yes,Two year,7253-UVNDW,No,Yes,No,No,No,Credit card (automatic),Yes,No,No,Yes
Yes,No,Train,Male,No,0,19.15,477.60,25,No,Month-to-month,0487-VVUVK,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,Fiber optic,0,88.45,370.65,4,Yes,Month-to-month,7228-OMTPN,No,No,No,No,No,Electronic check,Yes,Yes,Yes,No
No,No,Train,Male,No,0,19.75,265.75,13,No,Two year,5063-IUOKK,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,DSL,0,75.50,2424.45,31,No,One year,4508-OEBEY,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,No,Yes
Yes,Yes,Test,Female,Fiber optic,0,83.75,1849.95,23,No,Month-to-month,0027-KWYKW,Yes,No,No,No,Yes,Electronic check,Yes,No,Yes,No
No,No,Test,Female,No,0,19.40,61.05,2,No,Month-to-month,2308-STERM,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,Yes,Train,Female,No,0,26.50,1698.55,65,No,Two year,5982-XMDEX,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Male,Fiber optic,1,90.50,1910.60,22,Yes,Month-to-month,6284-AHOOQ,No,No,No,No,No,Bank transfer (automatic),Yes,No,Yes,Yes
No,No,Test,Female,No,0,19.15,998.10,55,No,One year,6051-PTVNS,Yes,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Test,Male,Fiber optic,0,94.85,890.60,9,Yes,Month-to-month,2344-JMOGN,No,Yes,Yes,No,Yes,Mailed check,Yes,No,Yes,Yes
Yes,No,Train,Male,Fiber optic,0,69.95,529.50,7,Yes,Month-to-month,3799-ISUZQ,Yes,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,No
No,No phone service,Train,Female,DSL,0,40.90,1383.60,35,No,One year,2877-VDUER,Yes,No,No,No,Yes,Mailed check,No,No,Yes,Yes
Yes,No,Train,Male,DSL,0,80.25,493.40,6,No,Two year,9152-AMKAK,No,Yes,No,Yes,No,Mailed check,Yes,Yes,Yes,Yes
Yes,No,Test,Female,DSL,0,48.60,48.60,1,Yes,Month-to-month,1794-HBQTJ,No,No,No,Yes,No,Credit card (automatic),Yes,No,No,No
Yes,No,Train,Male,Fiber optic,0,70.80,1207.00,17,No,Month-to-month,9432-VOFYX,No,No,No,No,No,Electronic check,Yes,No,No,No
No,No,Test,Male,DSL,0,60.20,563.50,10,No,Month-to-month,8049-WJCLQ,Yes,Yes,No,No,Yes,Mailed check,Yes,No,Yes,No
No,No,Train,Male,DSL,0,55.20,864.55,15,No,One year,6586-PSJOX,Yes,Yes,No,No,No,Credit card (automatic),Yes,No,No,Yes
