Id,IsDeleted,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,FiscalQuarter,FiscalYear,Fiscal,LastViewedDate,LastReferencedDate,HasOpenActivity,HasOverdueTask
0063F00000S5ztPQAR,,0013F00000oUz4WQAS,Network Co. 204,,Closed Lost,50000,0,2021-08-07,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:35.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:35.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-27,3,2021,2021 3,,,1,
0063F00000S5ztXQAR,,0013F00000oUz4cQAC,LABBOOK.COM 46,,Closed Lost,775073,0,2021-10-19,New Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:35.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:35.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-09,4,2021,2021 4,,,,
0063F00000S5zuaQAB,,0013F00000oUz5TQAS,Honor Schools 66,,Closed Lost,0,0,2021-12-03,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-16,4,2021,2021 4,,,,
0063F00000S5zviQAB,,0013F00000oUz67QAC,Safewww 18,,Closed Lost,180000,0,2021-05-23,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-03,2,2021,2021 2,,,,
0063F00000S5zxjQAB,,0013F00000oUz7hQAC,The Steak n Shake Company 32,,Negotiation,150000,0,2022-05-06,New Business,,Other,,,BestCase,Best Case,,,,{aoconnor},2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-17,2,2022,2022 2,,,,
0063F00000S5zz9QAB,,0013F00000oUz8lQAC,HRB Tax Group 92,,Closed Lost,105000,0,2022-01-13,New Business,,Other,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-01,1,2022,2022 1,,,,
0063F00000S6003QAB,,0013F00000oUz9QQAS,Core Education and Consulting Solutions 10,,Closed Lost,105000,0,2021-07-13,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-05,3,2021,2021 3,,,,
0063F00000S6005QAB,,0013F00000oUz9RQAS,Decision Research Corp. 25,,Closed Lost,50000,0,2021-03-06,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{twolf},2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:40.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-16,1,2021,2021 1,,,,
0063F00000S600VQAR,,0013F00000oUz9kQAC,PRICE Systems 140,,Qualification,12303,10,2022-05-25,Add-On Business,,Reseller,,,Pipeline,Pipeline,,,,{aoconnor},2022-04-05T12:40:43.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:43.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-23,2,2022,2022 2,,,,
0063F00000S6015QAB,,0013F00000oUzABQA0,W.M. Sprinkman Corp. 119,,Closed Lost,23000,0,2021-11-28,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:43.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:43.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-20,4,2021,2021 4,,,,
0063F00000S601zQAB,,0013F00000oUzAtQAK,RESoft 205,,Closed Lost,35000,0,2022-01-08,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:43.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:43.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-07,1,2022,2022 1,,,,
0063F00000S604AQAR,,0013F00000oUzCbQAK,Sledd Co 95,,Closed Lost,150000,0,2021-01-28,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:45.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:45.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-14,1,2021,2021 1,,,,
0063F00000S604CQAR,,0013F00000oUzCcQAK,MegaPath Cloud Company 117,,Closed Lost,25000,0,2021-11-21,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:45.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:45.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-26,4,2021,2021 4,,,,
0063F00000S604pQAB,,0013F00000oUzDDQA0,Wausau Financial Systems 60,,Closed Lost,214443,0,2021-10-11,Add-On Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:45.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:45.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-08,4,2021,2021 4,,,1,
0063F00000S606EQAR,,0013F00000oUzEEQA0,Daniel Green Company 73,,Closed Won,5000,100,2021-08-04,Existing Business,,Reseller,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:45.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:45.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-02,3,2021,2021 3,,,,
0063F00000S606eQAB,,0013F00000oUzEWQA0,Datalink Corporation 214,,Closed Lost,8500,0,2021-09-01,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:45.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:45.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-02,3,2021,2021 3,,,,
0063F00000S6078QAB,,0013F00000oUzEtQAK,SendOrder.com 251,,Closed Lost,40000,0,2021-09-02,Add-On Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:48.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:48.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-05,3,2021,2021 3,,,,
0063F00000S608iQAB,,0013F00000oUzGBQA0,Management Technologies 52,,Closed Lost,25000,0,2021-10-04,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:48.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:48.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-19,4,2021,2021 4,,,,
0063F00000S609HQAR,,0013F00000oUzGZQA0,Chapter 2 e  services 116,,Closed Won,200000,100,2021-05-04,Existing Business,,Reseller,1,1,Closed,Closed,,,,{twolf},2022-04-05T12:40:48.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:48.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-15,2,2021,2021 2,,,,
0063F00000S609eQAB,,0013F00000oUzGvQAK,"Zero Stage Capital Company, Inc 39",,Closed Lost,50000,0,2021-03-06,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:48.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:48.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-04,1,2021,2021 1,,,,
0063F00000S60AAQAZ,,0013F00000oUzHFQA0,Quintrex Data Systems Corp 134,,Negotiation,23255,0,2022-05-09,Existing Business,,Reseller,,,Forecast,Commit,,,,{aoconnor},2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-14,2,2022,2022 2,,,,
0063F00000S60AXQAZ,,0013F00000oUzHRQA0,Firstmark Aerospace Corporation 180,,Closed Lost,60000,0,2021-01-31,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{twolf},2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-11,1,2021,2021 1,,,1,
0063F00000S60BDQAZ,,0013F00000oUzI3QAK,GoldPocket Interactive 20,,Closed Won,30000,100,2021-12-19,Existing Business,,Reseller,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-23,4,2021,2021 4,,,,
0063F00000S60BMQAZ,,0013F00000oUzICQA0,Teqcorner 230,,Closed Lost,101000,0,2021-02-19,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{twolf},2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-05,1,2021,2021 1,,,,
0063F00000S60BYQAZ,,0013F00000oUzILQA0,Innovative Media Group Inc 23,,Closed Lost,250000,0,2021-06-10,Existing Business,,Other,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-17,2,2021,2021 2,,,,
0063F00000S60BjQAJ,,0013F00000oUzIWQA0,Lockheed Martin Automotive 105,,Closed Lost,144578,0,2021-09-11,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-10,3,2021,2021 3,,,,
0063F00000S60C4QAJ,,0013F00000oUzInQAK,Everest Group 160,,Closed Lost,65000,0,2021-02-19,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{mwilliam},2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-15,1,2021,2021 1,,,,
0063F00000S60CeQAJ,,0013F00000oUzJFQA0,RM Acqusition d/b/a Rand McNally 248,,Closed Lost,120000,0,2022-01-06,New Business,,Other,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-12,1,2022,2022 1,,,,
0063F00000S60ChQAJ,,0013F00000oUzJIQA0,Latitude Software 65,,Closed Lost,200000,0,2021-07-22,New Business / Add-on,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-15,3,2021,2021 3,,,1,
0063F00000S60DCQAZ,,0013F00000oUzJgQAK,Hypertherm 89,,Closed Lost,20000,0,2022-02-07,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:50.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-16,1,2022,2022 1,,,,
0063F00000S60DRQAZ,,0013F00000oUzJpQAK,ICDS 36,,Closed Won,50000,100,2021-09-07,Add-On Business,,Fields Sales,1,1,Closed,Closed,,,,{twolf},2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-13,3,2021,2021 3,,,,
0063F00000S60DkQAJ,,0013F00000oUzK4QAK,Master Electronics 132,,Closed Lost,350000,0,2021-11-04,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,,{twolf},2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-13,4,2021,2021 4,,,,
0063F00000S60DoQAJ,,0013F00000oUzK7QAK,Topline Construction 174,,Proposal/Quote,0,0,2022-06-20,New Business,,Fields Sales,,,BestCase,Best Case,,,,{amiller},2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-25,2,2022,2022 2,,,,
0063F00000S60E6QAJ,,0013F00000oUzKOQA0,WestRock Shared Services 80,,Closed Won,58905,100,2021-09-22,New Business,,Reseller,1,1,Closed,Closed,,,,{aoconnor},2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-19,3,2021,2021 3,,,1,
0063F00000S60ELQAZ,,0013F00000oUzKdQAK,Careopia! 34,,Closed Won,10038,100,2021-03-15,Add-On Business,,Reseller,1,1,Closed,Closed,,,,{twolf},2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-05,1,2021,2021 1,,,,
0063F00000S60FJQAZ,,0013F00000oUzLNQA0,Main Factors Inc 106,,Negotiation,46000,0,2022-05-16,Existing Business,,Other,,,Pipeline,Pipeline,,,,{aoconnor},2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-09,2,2022,2022 2,,,,
0063F00000S60FNQAZ,,0013F00000oUzLQQA0,Outlook Ventures 161,,Closed Lost,101000,0,2021-05-31,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-25,2,2021,2021 2,,,,
0063F00000S60FVQAZ,,0013F00000oUzLXQA0,Innovative Technology Soluti 23,,Proposal/Quote,250000,0,2022-04-26,Existing Business,,Fields Sales,,,BestCase,Best Case,,,,{mwilliam},2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-19,2,2022,2022 2,,,,
0063F00000S60FWQAZ,,0013F00000oUzLYQA0,Cree 38,,Discovery,30000,0,2022-06-11,New Business,,Reseller,,,BestCase,Best Case,,,,{amiller},2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-06,2,2022,2022 2,,,,
0063F00000S60GXQAZ,,0013F00000oUzMQQA0,energyLeader.com 67,,Closed Lost,28000,0,2022-01-09,New Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:56.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:56.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-21,1,2022,2022 1,,,1,
0063F00000S60GrQAJ,,0013F00000oUzMgQAK,Vision Tech 160,,Closed Lost,28000,0,2021-08-03,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{mwilliam},2022-04-05T12:40:56.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:56.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-03-16,3,2021,2021 3,,,,
0063F00000S60GtQAJ,,0013F00000oUzMhQAK,Internet Doorway 190,,Closed Lost,22000,0,2021-02-10,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:56.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:56.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:56.000+0000,2022-02-18,1,2021,2021 1,,,,
0063F00000S5z0wQAB,,0013F00000oUyQZQA0,Lone Star Circuits 47,,Closed Lost,46504,0,2021-09-03,New Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-02-22,3,2021,2021 3,,,,
0063F00000S5z2uQAB,,0013F00000oUyS2QAK,World Internet Resources 105,,Closed Lost,61349,0,2022-01-24,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-02-18,1,2022,2022 1,,,,
0063F00000S5z40QAB,,0013F00000oUySiQAK,EaseMD Systems 124,,Closed Lost,25000,0,2021-02-02,New Business,,Reseller,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:49.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-02-11,1,2021,2021 1,,,1,
0063F00000S5z51QAB,,0013F00000oUyTSQA0,GuesTV 158,,Negotiation,93008,0,2022-05-04,New Business,,Reseller,,,BestCase,Best Case,,,,{aoconnor},2022-04-05T12:39:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-03-19,2,2022,2022 2,,,,
0063F00000S5z5pQAB,,0013F00000oUyU5QAK,Beauregard Equipment 82,,Proposal/Quote,20000,0,2022-06-09,New Business,,Telesales,,,BestCase,Best Case,,,,{aoconnor},2022-04-05T12:39:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-03-20,2,2022,2022 2,,,,
0063F00000S5z6oQAB,,0013F00000oUyUpQAK,Real Soft Inc 33,,Proposal/Quote,25000,0,2022-06-17,New Business,,Reseller,,,BestCase,Best Case,,,,{amiller},2022-04-05T12:39:53.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:53.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-02-28,2,2022,2022 2,,,,
0063F00000S5zDgQAJ,,0013F00000oUyZuQAK,Advantage Integrated Marketing 89,,Closed Lost,207180,0,2022-01-24,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:39:59.000+0000,0053F00000D31WiQAJ,2022-04-05T12:39:59.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-03-06,1,2022,2022 1,,,,
0063F00000S5zDvQAJ,,0013F00000oUya2QAC,Weiser Lock 238,,Closed Lost,40000,0,2021-08-07,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:02.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:02.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-02-10,3,2021,2021 3,,,,
0063F00000S5zE0QAJ,,0013F00000oUya6QAC,RMG Networks 31,,Qualification,20000,10,2022-05-30,Existing Business,,Fields Sales,,,BestCase,Best Case,,,,{amiller},2022-04-05T12:40:02.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:02.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-03-11,2,2022,2022 2,,,,
0063F00000S5zEpQAJ,,0013F00000oUyajQAC,Exigo Associates 255,,Closed Lost,10000,0,2021-06-08,New Business / Add-on,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:02.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:02.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-02-12,2,2021,2021 2,,,1,
0063F00000S5zGZQAZ,,0013F00000oUybwQAC,Camden County Brd-Freeholders 237,,Closed Lost,40000,0,2021-09-02,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:02.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:02.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-02-14,3,2021,2021 3,,,,
0063F00000S5zIrQAJ,,0013F00000oUydZQAS,"Interstate Batteries, Inc 158",,Closed Lost,77507,0,2022-01-18,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:05.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-03-12,1,2022,2022 1,,,,
0063F00000S5zPFQAZ,,0013F00000oUyiPQAS,Amherst 5,,Closed Lost,110000,0,2021-11-02,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:10.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:10.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-02-19,4,2021,2021 4,,,1,
0063F00000S5zQKQAZ,,0013F00000oUyjCQAS,Txmq Inc 84,,Closed Lost,62005,0,2021-06-13,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:10.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:10.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-03-05,2,2021,2021 2,,,1,
0063F00000S5zQgQAJ,,0013F00000oUyjRQAS,Cobham Sensor Systems 105,,Closed Lost,40000,0,2021-05-05,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,,{aoconnor},2022-04-05T12:40:10.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:10.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-03-12,2,2021,2021 2,,,1,
0063F00000S5zRrQAJ,,0013F00000oUykIQAS,MetroPCS Communications 201,,Closed Won,2282,100,2021-09-09,New Business,,Reseller,1,1,Closed,Closed,,,,{amiller},2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-03-10,3,2021,2021 3,,,,
0063F00000S5zTSQAZ,,0013F00000oUylaQAC,Andes Networks 53,,Closed Lost,60000,0,2021-07-30,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:13.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-02-19,3,2021,2021 3,,,,
0063F00000S5zUwQAJ,,0013F00000oUymrQAC,UBS Jersey City 16,,Closed Lost,130000,0,2021-09-06,New Business / Add-on,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:16.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:16.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-02-17,3,2021,2021 3,,,,
0063F00000S5zVSQAZ,,0013F00000oUynBQAS,Intellibot 224,,Closed Lost,20000,0,2021-11-26,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,,{twolf},2022-04-05T12:40:16.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:16.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-02-20,4,2021,2021 4,,,,
0063F00000S5zVrQAJ,,0013F00000oUynWQAS,Precision Traffic Systems 185,,Closed Lost,435000,0,2021-09-01,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{mwilliam},2022-04-05T12:40:16.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:16.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-03-18,3,2021,2021 3,,,,
0063F00000S5zWTQAZ,,0013F00000oUynwQAC,Porini Usa 102,,Closed Lost,15000,0,2022-01-24,Add-On Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:16.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:16.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-03-14,1,2022,2022 1,,,,
0063F00000S5zWlQAJ,,0013F00000oUyo6QAC,Agero 37,,Closed Lost,128500,0,2021-12-26,New Business,,Reseller,1,,Omitted,Omitted,,,,{twolf},2022-04-05T12:40:16.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:16.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-03-15,4,2021,2021 4,,,,
0063F00000S5zX5QAJ,,0013F00000oUyoMQAS,Advanced Remote Comm. Solutions 72,,Closed Lost,5000,0,2022-01-04,New Business / Add-on,,Reseller,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:16.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:16.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-03-01,1,2022,2022 1,,,,
0063F00000S5zY5QAJ,,0013F00000oUyp0QAC,Delta Centrifugal Corporation 0,,Closed Lost,40000,0,2021-10-29,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{mwilliam},2022-04-05T12:40:18.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:18.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-02-05,4,2021,2021 4,,,,
0063F00000S5zbPQAR,,0013F00000oUyrmQAC,Cisco - Cisco Developer Network 211,,Closed Lost,30000,0,2021-02-17,New Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-03-20,1,2021,2021 1,,,,
0063F00000S5zcEQAR,,0013F00000oUysMQAS,MissileLock 43,,Closed Lost,1950,0,2021-08-02,Existing Business,,Reseller,1,,Omitted,Omitted,,,,{twolf},2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-03-02,3,2021,2021 3,,,1,
0063F00000S5zcGQAR,,0013F00000oUysMQAS,MissileLock 45,,Closed Lost,13000,0,2021-02-08,New Business,,Reseller,1,,Omitted,Omitted,,,,{twolf},2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-02-14,1,2021,2021 1,,,,
0063F00000S5zd5QAB,,0013F00000oUyt0QAC,Information Express 115,,Closed Lost,25000,0,2021-09-06,Existing Business,,Fields Sales,1,,Omitted,Omitted,,,,{amiller},2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T12:40:21.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:58.000+0000,2022-02-27,3,2021,2021 3,,,1,
